drug_row_idx,drug_col_idx,cell_line_idx,synergy_loewe,fold,drug_row_fold,drug_col_fold
21,32,4,6.146134,3,1,2
21,33,4,-17.356018,0,1,2
21,34,4,0.003893,1,1,4
117,9,4,-13.417112,2,3,0
117,20,4,6.517719,3,3,4
117,28,4,-20.073393,0,3,1
26,1,4,-22.918899,1,1,0
26,2,4,9.899582,2,1,1
26,3,4,-30.760383,3,1,2
26,4,4,-68.689152,0,1,3
26,7,4,15.510126,4,1,4
26,9,4,2.341739,1,1,0
26,11,4,-6.656996,2,1,1
26,35,4,-83.06638,3,1,2
26,116,4,-40.670267,0,1,3
26,14,4,9.367058,4,1,4
26,15,4,4.797911,1,1,0
26,17,4,-20.749506,2,1,1
26,18,4,14.048251,3,1,2
26,19,4,32.275197,0,1,3
26,20,4,-17.673966,1,1,4
26,25,4,-21.750619,2,1,0
26,28,4,-15.624521,3,1,1
26,29,4,-17.874375,0,1,2
26,30,4,-25.89946,1,1,3
26,34,4,-0.01379,2,1,4
25,1,4,2.424194,3,0,0
25,3,4,37.853324,0,0,2
25,4,4,6.227954,1,0,3
25,7,4,32.149327,4,0,4
25,9,4,10.836427,2,0,0
25,35,4,4.767824,3,0,2
25,19,4,67.836576,0,0,3
25,20,4,16.301919,1,0,4
25,117,4,4.732358,2,0,3
25,27,4,10.209478,4,0,4
25,28,4,14.682891,3,0,1
25,31,4,-2.346933,0,0,0
27,9,4,-11.748122,4,4,0
27,20,4,12.023036,4,4,4
27,28,4,2.797103,4,4,1
28,9,4,-8.386775,1,1,0
28,20,4,-6.215265,2,1,4
29,1,4,14.730633,3,2,0
29,2,4,-7.796098,0,2,1
29,3,4,11.721352,1,2,2
29,4,4,-1.282865,2,2,3
29,7,4,12.198672,4,2,4
29,9,4,9.928609,3,2,0
29,11,4,9.752253,0,2,1
29,35,4,4.704106,1,2,2
29,14,4,22.74418,4,2,4
29,15,4,1.591496,2,2,0
29,17,4,0.959145,3,2,1
29,18,4,-6.14896,0,2,2
29,19,4,21.234632,1,2,3
29,20,4,0.829514,2,2,4
29,117,4,-9.780902,3,2,3
29,25,4,17.238642,0,2,0
29,27,4,13.864014,4,2,4
29,28,4,-3.574109,1,2,1
29,30,4,-5.509028,2,2,3
29,31,4,2.194702,3,2,0
30,1,4,7.75755,0,3,0
30,2,4,-29.467942,1,3,1
30,3,4,13.044859,2,3,2
30,4,4,-30.193028,3,3,3
30,7,4,1.742197,4,3,4
30,9,4,-3.361039,0,3,0
30,11,4,-18.333406,1,3,1
30,35,4,-14.36055,2,3,2
30,14,4,-2.354514,4,3,4
30,15,4,-17.151576,3,3,0
30,17,4,113.511628,0,3,1
30,18,4,-17.153458,1,3,2
30,19,4,59.331133,2,3,3
30,20,4,9.331655,3,3,4
30,117,4,-10.27981,0,3,3
30,25,4,-45.778802,1,3,0
30,27,4,-36.393023,4,3,4
30,28,4,-4.214873,2,3,1
30,31,4,1.398052,3,3,0
31,3,4,2.726891,0,0,2
31,9,4,-4.597923,1,0,0
31,20,4,9.28613,2,0,4
31,28,4,-4.322939,3,0,1
32,1,4,-7.322745,0,2,0
32,2,4,-10.069642,1,2,1
32,3,4,13.943611,2,2,2
32,4,4,-28.556736,3,2,3
32,7,4,27.443918,4,2,4
32,9,4,-8.267184,0,2,0
32,11,4,44.585477,1,2,1
32,35,4,-31.9717,2,2,2
32,116,4,31.141427,3,2,3
32,14,4,2.829645,4,2,4
32,15,4,-17.237308,0,2,0
32,17,4,15.530453,1,2,1
32,18,4,16.513712,2,2,2
32,19,4,49.929678,3,2,3
32,20,4,3.125669,0,2,4
32,25,4,-0.842035,1,2,0
32,28,4,20.634551,2,2,1
32,29,4,7.585884,3,2,2
32,30,4,-51.034243,0,2,3
32,34,4,1.59291,1,2,4
33,1,4,-6.512095,2,2,0
33,2,4,-3.558588,3,2,1
33,3,4,-2.040874,0,2,2
33,4,4,-50.831366,1,2,3
33,7,4,16.066784,4,2,4
33,9,4,-13.588381,2,2,0
33,11,4,5.385587,3,2,1
33,35,4,-64.433271,0,2,2
33,14,4,15.140812,4,2,4
33,15,4,-3.144719,1,2,0
33,17,4,-4.687706,2,2,1
33,18,4,-13.650312,3,2,2
33,19,4,18.409372,0,2,3
33,20,4,11.227267,1,2,4
33,25,4,-32.297313,2,2,0
33,28,4,-9.761205,3,2,1
33,29,4,-1.719933,0,2,2
33,30,4,-28.04388,1,2,3
33,34,4,-0.103717,2,2,4
34,1,4,15.101946,3,4,0
34,2,4,0.392189,0,4,1
34,3,4,19.007915,1,4,2
34,4,4,14.799419,2,4,3
34,7,4,49.729763,4,4,4
34,9,4,-21.461076,3,4,0
34,11,4,14.399758,0,4,1
34,35,4,-13.800989,1,4,2
34,13,4,-5.159177,2,4,1
34,14,4,12.597341,4,4,4
34,15,4,-3.020028,3,4,0
34,17,4,25.394299,0,4,1
34,18,4,0.110957,1,4,2
34,19,4,33.234796,2,4,3
34,20,4,8.293803,3,4,4
34,117,4,-4.48364,0,4,3
34,25,4,18.473759,1,4,0
34,27,4,13.980472,4,4,4
34,28,4,-6.898154,2,4,1
34,29,4,-6.256208,3,4,2
34,30,4,5.007421,0,4,3
34,31,4,6.457405,1,4,0
0,1,57,2.157004,2,2,0
0,2,57,-2.061161,3,2,1
0,3,57,16.462849,0,2,2
0,4,57,-2.997533,1,2,3
0,7,57,3.446812,4,2,4
0,9,57,0.007355,2,2,0
0,11,57,-3.015273,3,2,1
0,35,57,2.330577,0,2,2
0,116,57,2.496733,1,2,3
0,14,57,-9.537311,4,2,4
0,15,57,26.864775,2,2,0
0,17,57,-3.723997,3,2,1
0,18,57,3.71955,0,2,2
0,19,57,11.18821,1,2,3
0,20,57,-1.20877,2,2,4
0,25,57,-6.345032,3,2,0
0,28,57,-5.046284,0,2,1
0,29,57,7.229488,1,2,2
0,30,57,-32.035515,2,2,3
0,34,57,-4.343385,3,2,4
1,3,57,29.124563,0,0,2
1,9,57,16.029308,1,0,0
1,35,57,15.32356,2,0,2
1,19,57,41.59951,3,0,3
1,20,57,1.344063,0,0,4
1,117,57,5.971495,1,0,3
1,27,57,8.552068,4,0,4
1,28,57,4.111859,2,0,1
1,31,57,9.915245,3,0,0
2,1,57,4.567025,0,1,0
2,3,57,21.916275,1,1,2
2,4,57,-2.97611,2,1,3
2,7,57,35.728866,4,1,4
2,9,57,-2.589509,3,1,0
2,11,57,14.65296,0,1,1
2,35,57,3.179449,1,1,2
2,14,57,9.08497,4,1,4
2,15,57,27.624492,2,1,0
2,17,57,4.705907,3,1,1
2,18,57,8.242274,0,1,2
2,19,57,32.905025,1,1,3
2,20,57,18.147207,2,1,4
2,117,57,-7.599388,3,1,3
2,25,57,13.305719,0,1,0
2,27,57,7.329159,4,1,4
2,28,57,2.612415,1,1,1
2,31,57,11.78791,2,1,0
3,9,57,11.721422,3,2,0
3,20,57,13.3216,0,2,4
3,117,57,25.769913,1,2,3
3,27,57,30.146802,4,2,4
3,28,57,2.619655,2,2,1
4,1,57,19.047398,3,3,0
4,3,57,12.373925,0,3,2
4,7,57,28.202525,4,3,4
4,9,57,-3.15566,1,3,0
4,35,57,-13.389452,2,3,2
4,19,57,34.403816,3,3,3
4,20,57,-0.913838,0,3,4
4,117,57,3.331417,1,3,3
4,27,57,8.1617,4,3,4
4,28,57,-5.81851,2,3,1
4,31,57,7.565815,3,3,0
5,1,57,12.805431,0,1,0
5,2,57,10.656964,1,1,1
5,3,57,28.418492,2,1,2
5,4,57,17.553578,3,1,3
5,7,57,11.06709,4,1,4
5,9,57,-12.705275,0,1,0
5,11,57,16.25054,1,1,1
5,35,57,-6.14809,2,1,2
5,116,57,-8.643088,3,1,3
5,14,57,8.812534,4,1,4
5,15,57,7.181664,0,1,0
5,17,57,17.357018,1,1,1
5,18,57,8.940093,2,1,2
5,19,57,51.64067,3,1,3
5,20,57,19.392441,0,1,4
5,25,57,18.843761,1,1,0
5,28,57,-9.066177,2,1,1
5,29,57,11.044177,3,1,2
5,30,57,2.091516,0,1,3
5,34,57,8.144448,1,1,4
6,1,57,-10.632011,2,2,0
6,2,57,1.106845,3,2,1
6,3,57,17.76685,0,2,2
6,4,57,-15.405327,1,2,3
6,7,57,-4.988168,4,2,4
6,9,57,-12.264233,2,2,0
6,11,57,-6.373246,3,2,1
6,35,57,9.615747,0,2,2
6,116,57,-12.252714,1,2,3
6,14,57,-7.465816,4,2,4
6,15,57,29.775147,2,2,0
6,17,57,1.795154,3,2,1
6,18,57,8.109911,0,2,2
6,19,57,45.36507,1,2,3
6,20,57,-18.720818,2,2,4
6,25,57,24.963055,3,2,0
6,28,57,-0.771353,0,2,1
6,29,57,9.770602,1,2,2
6,30,57,-28.162248,2,2,3
6,34,57,18.590061,3,2,4
7,1,57,8.050422,4,4,0
7,3,57,36.774485,4,4,2
7,9,57,17.217506,4,4,0
7,35,57,17.99809,4,4,2
7,19,57,50.601571,4,4,3
7,20,57,38.42459,4,4,4
7,117,57,-3.179127,4,4,3
7,27,57,20.610776,4,4,4
7,28,57,3.052123,4,4,1
7,31,57,24.713684,4,4,0
8,1,57,6.408394,0,3,0
8,2,57,25.645322,1,3,1
8,3,57,41.310875,2,3,2
8,4,57,14.345119,3,3,3
8,7,57,49.298228,4,3,4
8,9,57,8.209096,0,3,0
8,11,57,13.313864,1,3,1
8,35,57,16.830259,2,3,2
8,116,57,16.438142,3,3,3
8,14,57,8.319961,4,3,4
8,15,57,57.019836,0,3,0
8,17,57,21.921882,1,3,1
8,18,57,32.124191,2,3,2
8,19,57,65.489046,3,3,3
8,20,57,33.741833,0,3,4
8,25,57,-0.781637,1,3,0
8,28,57,7.102119,2,3,1
8,29,57,22.518318,3,3,2
8,30,57,-6.504553,0,3,3
8,34,57,4.880187,1,3,4
9,20,57,0.508516,2,0,4
10,1,57,-2.153656,4,4,0
10,2,57,0.021358,4,4,1
10,3,57,11.35202,4,4,2
10,4,57,-5.242772,4,4,3
10,7,57,29.522358,4,4,4
10,9,57,-2.573866,4,4,0
10,11,57,4.381138,4,4,1
10,35,57,-13.100038,4,4,2
10,116,57,-7.261283,4,4,3
10,14,57,0.146401,4,4,4
10,15,57,29.005476,4,4,0
10,17,57,-4.806152,4,4,1
10,18,57,-10.053567,4,4,2
10,19,57,29.965098,4,4,3
10,20,57,-7.506914,4,4,4
10,25,57,3.170509,4,4,0
10,28,57,-8.141779,4,4,1
10,29,57,0.015693,4,4,2
10,30,57,-17.732146,4,4,3
10,34,57,-7.140547,4,4,4
11,1,57,-2.182881,3,1,0
11,3,57,31.231058,0,1,2
11,4,57,8.452685,1,1,3
11,7,57,-4.168161,4,1,4
11,9,57,0.950484,2,1,0
11,35,57,8.393089,3,1,2
11,19,57,46.755829,0,1,3
11,20,57,-3.593734,1,1,4
11,117,57,-1.943764,2,1,3
11,25,57,-3.623376,3,1,0
11,27,57,20.16679,4,1,4
11,28,57,4.649033,0,1,1
11,31,57,27.573954,1,1,0
12,1,57,6.665523,2,0,0
12,2,57,24.468342,3,0,1
12,3,57,24.923345,0,0,2
12,4,57,10.856969,1,0,3
12,7,57,26.271366,4,0,4
12,9,57,7.190779,2,0,0
12,11,57,21.829286,3,0,1
12,35,57,13.315863,0,0,2
12,14,57,6.906464,4,0,4
12,15,57,60.243101,1,0,0
12,17,57,12.03162,2,0,1
12,18,57,4.188931,3,0,2
12,19,57,47.413026,0,0,3
12,20,57,19.856321,1,0,4
12,25,57,7.921502,2,0,0
12,28,57,5.511474,3,0,1
12,29,57,17.608169,0,0,2
12,30,57,1.423009,1,0,3
12,34,57,14.142039,2,0,4
35,3,57,8.923063,3,2,2
35,9,57,2.606781,0,2,0
35,20,57,-2.268467,1,2,4
35,117,57,3.401961,2,2,3
35,27,57,5.690982,4,2,4
35,28,57,-4.067597,3,2,1
35,31,57,17.599018,0,2,0
13,1,57,10.522727,1,1,0
13,2,57,2.628752,2,1,1
13,3,57,15.10787,3,1,2
13,4,57,-1.890656,0,1,3
13,7,57,14.136441,4,1,4
13,9,57,2.908765,1,1,0
13,11,57,10.283542,2,1,1
13,35,57,-4.756494,3,1,2
13,14,57,1.380724,4,1,4
13,15,57,28.68308,0,1,0
13,17,57,2.957658,1,1,1
13,18,57,3.614519,2,1,2
13,19,57,25.395315,3,1,3
13,20,57,3.739645,0,1,4
13,25,57,13.452144,1,1,0
13,28,57,-0.330984,2,1,1
13,29,57,4.235396,3,1,2
13,30,57,-7.047884,0,1,3
116,1,57,-0.626628,1,3,0
116,2,57,1.722772,2,3,1
116,3,57,24.545916,3,3,2
116,4,57,1.019618,0,3,3
116,7,57,3.875082,4,3,4
