drug_row_idx,drug_col_idx,cell_line_idx,synergy_loewe,fold
22,29,4,13.59884,1
22,30,4,-30.51532,3
22,34,4,6.520263,4
23,1,4,12.990671,3
23,2,4,-7.479607,0
23,3,4,9.464035,0
23,4,4,-2.606168,2
23,7,4,10.590228,4
23,9,4,-2.835743,0
23,11,4,1.47454,2
23,35,4,-0.7153,0
23,116,4,-5.735812,2
23,14,4,-5.49464,0
23,15,4,-9.260611,1
23,17,4,7.894259,0
23,18,4,-8.815879,0
23,19,4,14.81466,0
23,20,4,7.854112,1
23,25,4,19.243776,4
23,28,4,-9.62889,3
23,29,4,2.763982,0
23,30,4,-9.552468,3
23,34,4,-2.936337,0
24,1,4,12.706871,4
24,2,4,6.426164,3
24,3,4,9.65625,1
24,4,4,-20.753788,0
24,7,4,14.314479,0
24,9,4,4.158227,0
24,11,4,-75.439204,3
24,35,4,-26.952214,2
24,116,4,-45.994366,0
24,14,4,7.360881,3
24,15,4,-3.472998,4
24,17,4,8.684703,2
24,18,4,-22.434648,4
24,19,4,16.832952,4
24,20,4,9.777049,1
24,25,4,13.084214,2
24,28,4,-67.219598,0
24,29,4,1.30613,0
24,30,4,8.156563,3
24,34,4,3.286037,3
15,1,4,-6.531026,4
15,3,4,20.285236,2
15,4,4,-25.80878,4
15,7,4,11.220506,4
15,9,4,-9.48777,4
15,11,4,10.65187,1
15,35,4,-39.283093,3
15,19,4,28.404886,2
15,20,4,5.218176,4
15,117,4,-32.981761,4
15,25,4,-5.184323,4
15,27,4,-0.287442,1
15,28,4,-9.054622,4
15,31,4,-4.25075,0
16,0,4,-7.71889,4
16,1,4,-3.4948,4
16,2,4,6.360905,3
16,3,4,27.900019,3
16,4,4,-8.640411,1
16,5,4,8.524182,2
16,6,4,3.382332,0
16,7,4,50.195692,3
16,8,4,-22.674807,2
16,9,4,13.588819,1
16,10,4,22.682158,0
16,11,4,5.907554,2
16,12,4,7.902333,3
16,35,4,10.351381,1
16,13,4,8.568909,4
16,116,4,12.775358,0
16,14,4,19.212762,3
16,22,4,-18.217123,1
16,23,4,3.812001,3
16,24,4,2.096572,3
16,15,4,6.789193,3
16,17,4,13.744021,1
16,18,4,5.916454,1
16,19,4,31.27795,3
16,20,4,12.626912,4
16,21,4,8.931768,2
16,117,4,2.281339,2
16,26,4,16.427514,3
16,25,4,-1.431525,0
16,27,4,-8.409556,1
16,28,4,2.608624,0
16,29,4,-4.757423,4
16,30,4,-29.401365,0
16,31,4,5.466871,3
16,32,4,6.968446,1
16,33,4,-13.270389,4
16,34,4,34.243753,1
17,1,4,-10.423059,4
17,3,4,9.308679,0
17,4,4,2.910124,1
17,7,4,33.78314,2
17,9,4,-13.266428,0
17,11,4,9.450577,4
17,35,4,3.247047,3
17,15,4,10.124742,1
17,19,4,57.064784,2
17,20,4,-4.385681,1
17,117,4,-0.953767,0
17,25,4,3.545277,3
17,27,4,23.980995,2
17,28,4,3.613832,3
17,31,4,32.715772,4
18,1,4,24.504294,1
18,3,4,19.16194,1
18,4,4,-15.128354,2
18,7,4,33.395024,1
18,9,4,-0.412779,3
18,11,4,-2.392588,1
18,35,4,4.191314,1
18,15,4,-4.826767,3
18,17,4,12.515431,3
18,19,4,25.983493,3
18,20,4,16.780262,0
18,117,4,-13.546509,3
18,25,4,6.448919,2
18,27,4,-34.451978,1
18,28,4,-7.079908,1
18,31,4,5.837898,3
19,3,4,88.178969,3
19,9,4,21.946676,3
19,35,4,37.523606,4
19,20,4,30.061925,2
19,117,4,1.540565,1
19,27,4,37.907754,3
19,28,4,14.532003,4
19,31,4,16.153331,2
21,0,4,-8.735216,0
21,1,4,14.392322,0
21,2,4,-11.405336,4
21,3,4,8.52227,2
21,4,4,-5.772176,0
21,5,4,-15.273844,2
21,6,4,5.023871,4
21,7,4,36.852132,4
21,8,4,2.036343,1
21,9,4,-12.600996,4
21,10,4,-14.945233,0
21,11,4,3.290805,3
21,12,4,-2.28943,1
21,35,4,9.365622,3
21,13,4,9.010903,4
21,116,4,-1.206078,3
21,14,4,3.232924,1
21,22,4,8.212684,4
21,23,4,-2.184991,2
21,24,4,-5.982132,1
21,15,4,-3.142079,3
21,17,4,3.18916,0
21,18,4,-15.890777,4
21,19,4,20.6418,1
21,20,4,6.843934,1
21,117,4,-37.009593,0
21,26,4,0.158588,3
21,25,4,12.01006,0
21,27,4,11.607957,2
21,28,4,4.275509,1
21,29,4,8.09118,0
21,30,4,-26.009543,0
21,31,4,18.602822,2
21,32,4,6.146134,1
21,33,4,-17.356018,2
21,34,4,0.003893,0
117,9,4,-13.417112,3
117,20,4,6.517719,4
117,28,4,-20.073393,4
26,1,4,-22.918899,0
26,2,4,9.899582,4
26,3,4,-30.760383,3
26,4,4,-68.689152,4
26,7,4,15.510126,0
26,9,4,2.341739,4
26,11,4,-6.656996,4
26,35,4,-83.06638,2
26,116,4,-40.670267,0
26,14,4,9.367058,1
26,15,4,4.797911,2
26,17,4,-20.749506,2
26,18,4,14.048251,1
26,19,4,32.275197,4
26,20,4,-17.673966,0
26,25,4,-21.750619,4
26,28,4,-15.624521,4
26,29,4,-17.874375,0
26,30,4,-25.89946,3
26,34,4,-0.01379,3
25,1,4,2.424194,2
25,3,4,37.853324,2
25,4,4,6.227954,4
25,7,4,32.149327,3
25,9,4,10.836427,0
25,35,4,4.767824,2
25,19,4,67.836576,1
25,20,4,16.301919,2
25,117,4,4.732358,0
25,27,4,10.209478,2
25,28,4,14.682891,0
25,31,4,-2.346933,2
27,9,4,-11.748122,0
27,20,4,12.023036,0
27,28,4,2.797103,2
28,9,4,-8.386775,1
28,20,4,-6.215265,4
29,1,4,14.730633,4
29,2,4,-7.796098,2
29,3,4,11.721352,1
29,4,4,-1.282865,4
29,7,4,12.198672,1
29,9,4,9.928609,0
29,11,4,9.752253,2
29,35,4,4.704106,3
29,14,4,22.74418,3
29,15,4,1.591496,2
29,17,4,0.959145,1
29,18,4,-6.14896,0
29,19,4,21.234632,4
29,20,4,0.829514,2
29,117,4,-9.780902,3
29,25,4,17.238642,4
29,27,4,13.864014,1
29,28,4,-3.574109,3
29,30,4,-5.509028,2
29,31,4,2.194702,2
30,1,4,7.75755,4
30,2,4,-29.467942,4
30,3,4,13.044859,4
30,4,4,-30.193028,1
30,7,4,1.742197,0
30,9,4,-3.361039,0
30,11,4,-18.333406,4
30,35,4,-14.36055,0
30,14,4,-2.354514,4
30,15,4,-17.151576,1
30,17,4,113.511628,3
30,18,4,-17.153458,1
30,19,4,59.331133,3
30,20,4,9.331655,0
30,117,4,-10.27981,2
30,25,4,-45.778802,3
30,27,4,-36.393023,0
30,28,4,-4.214873,3
30,31,4,1.398052,2
31,3,4,2.726891,1
31,9,4,-4.597923,2
31,20,4,9.28613,4
31,28,4,-4.322939,2
32,1,4,-7.322745,3
32,2,4,-10.069642,1
32,3,4,13.943611,2
32,4,4,-28.556736,1
32,7,4,27.443918,0
32,9,4,-8.267184,0
32,11,4,44.585477,3
32,35,4,-31.9717,1
32,116,4,31.141427,2
32,14,4,2.829645,4
32,15,4,-17.237308,0
32,17,4,15.530453,4
32,18,4,16.513712,2
32,19,4,49.929678,0
32,20,4,3.125669,0
32,25,4,-0.842035,4
32,28,4,20.634551,1
32,29,4,7.585884,2
32,30,4,-51.034243,3
32,34,4,1.59291,1
33,1,4,-6.512095,3
33,2,4,-3.558588,4
33,3,4,-2.040874,4
33,4,4,-50.831366,3
33,7,4,16.066784,2
33,9,4,-13.588381,2
33,11,4,5.385587,1
33,35,4,-64.433271,2
33,14,4,15.140812,1
33,15,4,-3.144719,0
33,17,4,-4.687706,4
33,18,4,-13.650312,3
33,19,4,18.409372,3
33,20,4,11.227267,1
33,25,4,-32.297313,1
33,28,4,-9.761205,1
33,29,4,-1.719933,2
33,30,4,-28.04388,0
33,34,4,-0.103717,1
34,1,4,15.101946,2
34,2,4,0.392189,4
34,3,4,19.007915,1
34,4,4,14.799419,4
34,7,4,49.729763,3
34,9,4,-21.461076,0
34,11,4,14.399758,4
34,35,4,-13.800989,2
34,13,4,-5.159177,2
34,14,4,12.597341,2
34,15,4,-3.020028,4
34,17,4,25.394299,1
34,18,4,0.110957,0
34,19,4,33.234796,0
34,20,4,8.293803,1
34,117,4,-4.48364,3
34,25,4,18.473759,2
34,27,4,13.980472,0
34,28,4,-6.898154,0
34,29,4,-6.256208,3
34,30,4,5.007421,2
34,31,4,6.457405,2
0,1,57,2.157004,2
0,2,57,-2.061161,1
0,3,57,16.462849,1
0,4,57,-2.997533,2
0,7,57,3.446812,1
0,9,57,0.007355,0
0,11,57,-3.015273,3
0,35,57,2.330577,4
0,116,57,2.496733,1
0,14,57,-9.537311,1
0,15,57,26.864775,2
0,17,57,-3.723997,3
0,18,57,3.71955,2
0,19,57,11.18821,0
0,20,57,-1.20877,4
0,25,57,-6.345032,0
0,28,57,-5.046284,2
0,29,57,7.229488,3
0,30,57,-32.035515,0
0,34,57,-4.343385,2
1,3,57,29.124563,3
1,9,57,16.029308,4
1,35,57,15.32356,3
1,19,57,41.59951,1
1,20,57,1.344063,4
1,117,57,5.971495,4
1,27,57,8.552068,0
1,28,57,4.111859,1
1,31,57,9.915245,1
2,1,57,4.567025,2
2,3,57,21.916275,4
2,4,57,-2.97611,2
2,7,57,35.728866,3
2,9,57,-2.589509,0
2,11,57,14.65296,3
2,35,57,3.179449,1
2,14,57,9.08497,3
2,15,57,27.624492,4
2,17,57,4.705907,1
2,18,57,8.242274,0
2,19,57,32.905025,4
2,20,57,18.147207,3
2,117,57,-7.599388,1
2,25,57,13.305719,4
2,27,57,7.329159,0
2,28,57,2.612415,1
2,31,57,11.78791,3
3,9,57,11.721422,0
3,20,57,13.3216,2
3,117,57,25.769913,3
3,27,57,30.146802,4
3,28,57,2.619655,1
4,1,57,19.047398,2
4,3,57,12.373925,2
4,7,57,28.202525,2
4,9,57,-3.15566,1
4,35,57,-13.389452,4
4,19,57,34.403816,1
4,20,57,-0.913838,3
4,117,57,3.331417,2
4,27,57,8.1617,2
4,28,57,-5.81851,1
4,31,57,7.565815,3
5,1,57,12.805431,1
5,2,57,10.656964,0
5,3,57,28.418492,2
5,4,57,17.553578,1
5,7,57,11.06709,0
5,9,57,-12.705275,1
5,11,57,16.25054,0
5,35,57,-6.14809,1
5,116,57,-8.643088,3
5,14,57,8.812534,4
5,15,57,7.181664,4
5,17,57,17.357018,2
5,18,57,8.940093,4
5,19,57,51.64067,1
5,20,57,19.392441,3
5,25,57,18.843761,3
5,28,57,-9.066177,1
5,29,57,11.044177,2
5,30,57,2.091516,4
5,34,57,8.144448,4
6,1,57,-10.632011,0
6,2,57,1.106845,0
6,3,57,17.76685,1
6,4,57,-15.405327,0
6,7,57,-4.988168,1
6,9,57,-12.264233,1
6,11,57,-6.373246,0
6,35,57,9.615747,0
6,116,57,-12.252714,3
6,14,57,-7.465816,4
6,15,57,29.775147,4
6,17,57,1.795154,3
6,18,57,8.109911,3
6,19,57,45.36507,2
6,20,57,-18.720818,4
6,25,57,24.963055,0
6,28,57,-0.771353,1
6,29,57,9.770602,2
6,30,57,-28.162248,3
6,34,57,18.590061,3
7,1,57,8.050422,0
7,3,57,36.774485,4
7,9,57,17.217506,2
7,35,57,17.99809,4
7,19,57,50.601571,4
7,20,57,38.42459,1
7,117,57,-3.179127,1
7,27,57,20.610776,4
7,28,57,3.052123,3
7,31,57,24.713684,1
8,1,57,6.408394,2
8,2,57,25.645322,4
8,3,57,41.310875,2
8,4,57,14.345119,3
8,7,57,49.298228,4
8,9,57,8.209096,3
8,11,57,13.313864,4
8,35,57,16.830259,1
8,116,57,16.438142,3
8,14,57,8.319961,4
8,15,57,57.019836,4
8,17,57,21.921882,2
8,18,57,32.124191,0
8,19,57,65.489046,1
8,20,57,33.741833,4
8,25,57,-0.781637,4
8,28,57,7.102119,4
8,29,57,22.518318,4
8,30,57,-6.504553,0
8,34,57,4.880187,3
9,20,57,0.508516,1
10,1,57,-2.153656,2
10,2,57,0.021358,3
10,3,57,11.35202,4
10,4,57,-5.242772,4
10,7,57,29.522358,4
10,9,57,-2.573866,0
10,11,57,4.381138,1
10,35,57,-13.100038,0
10,116,57,-7.261283,0
10,14,57,0.146401,0
10,15,57,29.005476,1
10,17,57,-4.806152,3
10,18,57,-10.053567,3
10,19,57,29.965098,3
10,20,57,-7.506914,4
10,25,57,3.170509,1
10,28,57,-8.141779,1
10,29,57,0.015693,4
10,30,57,-17.732146,2
10,34,57,-7.140547,0
11,1,57,-2.182881,4
11,3,57,31.231058,0
11,4,57,8.452685,0
11,7,57,-4.168161,3
11,9,57,0.950484,0
11,35,57,8.393089,4
11,19,57,46.755829,4
11,20,57,-3.593734,2
11,117,57,-1.943764,1
11,25,57,-3.623376,2
11,27,57,20.16679,2
11,28,57,4.649033,1
11,31,57,27.573954,3
12,1,57,6.665523,3
12,2,57,24.468342,3
12,3,57,24.923345,2
12,4,57,10.856969,1
12,7,57,26.271366,4
12,9,57,7.190779,1
12,11,57,21.829286,2
12,35,57,13.315863,0
12,14,57,6.906464,4
12,15,57,60.243101,2
12,17,57,12.03162,2
12,18,57,4.188931,4
12,19,57,47.413026,0
12,20,57,19.856321,2
12,25,57,7.921502,4
12,28,57,5.511474,1
12,29,57,17.608169,3
12,30,57,1.423009,1
12,34,57,14.142039,2
35,3,57,8.923063,2
35,9,57,2.606781,2
35,20,57,-2.268467,4
35,117,57,3.401961,2
35,27,57,5.690982,1
35,28,57,-4.067597,2
35,31,57,17.599018,3
13,1,57,10.522727,0
13,2,57,2.628752,3
13,3,57,15.10787,0
13,4,57,-1.890656,4
13,7,57,14.136441,2
13,9,57,2.908765,3
13,11,57,10.283542,1
13,35,57,-4.756494,0
13,14,57,1.380724,0
13,15,57,28.68308,1
13,17,57,2.957658,3
13,18,57,3.614519,4
13,19,57,25.395315,2
13,20,57,3.739645,2
13,25,57,13.452144,1
13,28,57,-0.330984,1
13,29,57,4.235396,2
13,30,57,-7.047884,2
116,1,57,-0.626628,1
116,2,57,1.722772,4
116,3,57,24.545916,0
116,4,57,1.019618,2
116,7,57,3.875082,3
116,9,57,4.855517,3
116,11,57,-0.509613,0
116,12,57,-3.31107,2
116,35,57,1.78681,0
116,13,57,-1.644259,4
116,14,57,0.537309,3
116,15,57,45.623935,0
116,17,57,-4.967836,3
116,18,57,-2.59633,0
116,19,57,37.743928,3
116,20,57,-4.502453,2
116,117,57,-3.102659,2
116,25,57,-7.382116,1
116,27,57,-3.34764,2
116,28,57,3.894709,4
116,29,57,9.694207,2
116,30,57,-26.014773,0
116,31,57,2.375777,0
116,33,57,-0.974105,3
116,34,57,7.07517,1
14,1,57,8.19529,2
14,3,57,23.264271,4
14,4,57,8.94365,0
14,7,57,10.564859,1
14,9,57,-2.322088,3
14,11,57,-24.767398,3
14,35,57,18.491645,3
14,15,57,42.540776,2
14,17,57,12.784349,3
14,18,57,1.629164,4
14,19,57,39.984298,2
14,20,57,-2.893926,0
14,117,57,-6.543327,0
14,25,57,16.282489,1
14,27,57,15.522949,3
14,28,57,-0.528472,3
14,31,57,17.994347,1
22,1,57,-11.526822,2
22,2,57,2.341423,1
22,3,57,12.650013,3
22,4,57,-31.536648,4
22,7,57,7.524776,0
22,9,57,-6.380701,4
22,11,57,8.956602,0
22,35,57,-12.123586,3
22,116,57,-11.388303,0
22,14,57,0.623825,3
22,15,57,15.014481,4
22,17,57,0.238522,2
22,18,57,-4.345311,2
22,19,57,23.454016,0
22,20,57,-11.630739,0
22,25,57,-16.735728,1
22,28,57,-1.787536,3
22,29,57,8.879606,1
22,30,57,-20.665472,3
22,34,57,2.983745,4
23,1,57,-1.713273,3
23,2,57,-13.004111,0
23,3,57,-16.20786,0
23,4,57,-16.579151,2
23,7,57,-4.338524,4
23,9,57,-13.884424,0
23,11,57,1.825662,2
23,35,57,-29.905989,0
23,116,57,-17.572335,2
23,14,57,-17.165191,0
23,15,57,-6.633024,1
23,17,57,-17.236609,0
23,18,57,-16.33138,0
23,19,57,-1.199721,0
23,20,57,-15.609498,1
23,25,57,-0.241122,4
23,28,57,-12.808072,3
23,29,57,-12.609259,0
23,30,57,-24.067175,3
23,34,57,-30.80344,0
24,1,57,12.78355,4
24,2,57,2.274386,3
24,3,57,29.956361,1
24,4,57,5.154342,0
24,7,57,30.871065,0
24,9,57,6.060967,0
24,11,57,-12.295915,3
24,35,57,16.528786,2
24,116,57,-7.174848,0
24,14,57,18.294954,3
24,15,57,52.752568,4
24,17,57,3.289501,2
24,18,57,-10.470184,4
24,19,57,50.252941,4
24,20,57,-1.37858,1
24,25,57,21.968991,2
24,28,57,-3.067567,0
24,29,57,14.279361,0
24,30,57,-29.951069,3
24,34,57,0.841296,3
15,1,57,32.402636,4
15,3,57,60.48163,2
15,4,57,21.840895,4
15,7,57,27.99786,4
15,9,57,19.992258,4
15,11,57,56.078039,1
15,35,57,17.727243,3
15,19,57,85.901951,2
15,20,57,36.223847,4
15,117,57,-15.687722,4
15,25,57,51.113547,4
15,27,57,53.379973,1
15,28,57,16.767658,4
15,31,57,52.126617,0
16,0,57,-5.648162,4
16,1,57,21.832134,4
16,2,57,20.75766,3
16,3,57,23.588658,3
16,4,57,9.770843,1
16,5,57,44.376679,2
16,6,57,21.452776,0
16,7,57,1.365594,3
16,8,57,30.027659,2
16,9,57,12.332824,1
16,10,57,7.32771,0
16,11,57,26.217956,2
16,12,57,29.686996,3
16,35,57,11.609296,1
16,13,57,10.978823,4
16,116,57,-6.238251,0
16,14,57,23.373444,3
16,22,57,-3.611421,1
16,23,57,-16.754294,3
16,24,57,3.336313,3
16,15,57,38.503744,3
16,17,57,3.685718,1
16,18,57,3.913124,1
16,19,57,42.257404,3
16,20,57,0.764659,4
16,21,57,-12.930984,2
16,117,57,16.733073,2
16,26,57,10.073059,3
16,25,57,23.475184,0
16,27,57,19.221336,1
16,28,57,1.264954,0
16,29,57,16.520895,4
16,30,57,-12.135444,0
16,31,57,20.537311,3
16,32,57,41.914254,1
16,33,57,-2.498879,4
16,34,57,14.051124,1
17,1,57,-2.919968,4
17,3,57,17.759939,0
17,4,57,3.392515,1
17,7,57,15.124933,2
17,9,57,4.580338,0
17,11,57,23.500456,4
17,35,57,6.18823,3
17,15,57,45.918607,1
17,19,57,34.341606,2
17,20,57,10.066328,1
17,117,57,-1.074116,0
17,25,57,-2.592169,3
17,27,57,10.291219,2
17,28,57,2.712901,3
17,31,57,7.335748,4
18,1,57,9.132371,1
18,3,57,23.392013,1
18,4,57,-8.081944,2
18,7,57,19.29771,1
18,9,57,2.909535,3
18,11,57,13.965509,1
18,35,57,5.693636,1
18,15,57,38.065347,3
18,17,57,-0.089156,3
18,19,57,28.989515,3
18,20,57,-5.455326,0
18,117,57,-4.933031,3
18,25,57,-2.992562,2
18,27,57,-3.310341,1
18,28,57,3.966531,1
18,31,57,5.392788,3
19,3,57,65.728439,3
19,9,57,21.624291,3
19,35,57,40.09982,4
19,20,57,23.583037,2
19,117,57,12.136357,1
19,27,57,41.010961,3
19,28,57,7.151216,4
19,31,57,53.401769,2
21,0,57,-1.948418,0
21,1,57,20.14946,0
21,2,57,-3.877839,4
21,3,57,16.479799,2
21,4,57,5.387785,0
21,5,57,14.26976,2
21,6,57,-2.910254,4
21,7,57,44.344418,4
21,8,57,29.230781,1
21,9,57,-10.911302,4
21,10,57,-7.872266,0
21,11,57,24.378361,3
21,12,57,24.862235,1
21,35,57,8.949541,3
21,13,57,4.453728,4
21,116,57,0.868124,3
21,14,57,19.02947,1
21,22,57,5.488075,4
21,23,57,-10.637557,2
21,24,57,14.215955,1
21,15,57,8.182806,3
21,17,57,13.48925,0
21,18,57,7.069767,4
21,19,57,23.06845,1
21,20,57,9.052012,1
21,117,57,-4.654067,0
21,26,57,7.327154,3
21,25,57,27.80127,0
21,27,57,18.395046,2
21,28,57,3.121559,1
21,29,57,9.945046,0
21,30,57,-7.45272,0
21,31,57,23.390612,2
21,32,57,29.131032,1
21,33,57,4.760699,2
21,34,57,-2.071468,0
117,9,57,3.495322,3
117,20,57,10.056173,4
117,28,57,-0.389367,4
26,1,57,5.512541,0
26,2,57,3.689918,4
26,3,57,25.126883,3
26,4,57,-10.137173,4
26,7,57,19.712627,0
26,9,57,7.829256,4
26,11,57,9.914035,4
26,35,57,-8.68229,2
26,116,57,-3.597659,0
26,14,57,-2.473387,1
26,15,57,56.070622,2
26,17,57,-19.522666,2
26,18,57,-1.295561,1
26,19,57,36.201226,4
26,20,57,-5.611806,0
26,25,57,3.487694,4
