drug_row_idx,drug_col_idx,cell_line_idx,synergy_loewe,fold
6,17,4,-0.371498,1
6,18,4,17.457681,1
6,19,4,56.144836,1
6,20,4,9.093806,1
6,25,4,-2.568152,1
6,28,4,5.667228,1
6,29,4,9.508866,1
6,30,4,-5.333432,1
6,34,4,21.498087,1
7,1,4,38.978483,1
7,3,4,59.4081,1
7,9,4,47.245563,1
7,35,4,44.964088,1
7,19,4,51.977218,1
7,20,4,55.500046,1
7,117,4,2.372455,1
7,27,4,20.112909,1
7,28,4,23.451736,1
7,31,4,-0.799896,1
8,1,4,-14.528089,1
8,2,4,-17.131674,1
8,3,4,4.521007,1
8,4,4,-20.883411,1
8,7,4,-5.289292,1
8,9,4,-7.047881,1
8,11,4,-27.893247,1
8,35,4,-10.474906,1
8,116,4,-15.008844,1
8,14,4,-43.358868,1
8,15,4,-54.792971,1
8,17,4,-15.862017,1
8,18,4,-11.38228,1
8,19,4,24.950965,1
8,20,4,-5.789984,1
8,25,4,-19.049931,1
8,28,4,0.378011,1
8,29,4,1.04889,1
8,30,4,-27.179883,1
8,34,4,-7.058422,1
9,20,4,-0.959976,1
10,1,4,14.442425,1
10,2,4,7.643342,1
10,3,4,6.284354,1
10,4,4,-20.728804,1
10,7,4,24.078457,1
10,9,4,2.114724,1
10,11,4,-19.256225,1
10,35,4,-11.369836,1
10,116,4,-20.82073,1
10,14,4,5.554164,1
10,15,4,-4.988732,1
10,17,4,-5.817022,1
10,18,4,-12.488807,1
10,19,4,18.678524,1
10,20,4,10.249636,1
10,25,4,9.919099,1
10,28,4,-23.574204,1
10,29,4,-15.782953,1
10,30,4,13.474168,1
10,34,4,8.788419,1
11,1,4,3.366033,1
11,3,4,36.289884,1
11,4,4,-1.662793,1
11,7,4,52.374279,1
11,9,4,1.353411,1
11,35,4,0.290804,1
11,19,4,65.958987,1
11,20,4,12.216406,1
11,117,4,-28.171979,1
11,25,4,9.489377,1
11,27,4,28.885002,1
11,28,4,-7.758444,1
11,31,4,21.937063,1
12,1,4,14.671795,1
12,2,4,9.771696,1
12,3,4,-11.257301,1
12,4,4,-11.48208,1
12,7,4,17.06469,1
12,9,4,-12.620132,1
12,11,4,0.470506,1
12,35,4,-2.717548,1
12,14,4,-1.478747,1
12,15,4,-3.239942,1
12,17,4,22.752253,1
12,18,4,13.364564,1
12,19,4,44.706887,1
12,20,4,32.104992,1
12,25,4,20.849203,1
12,28,4,-16.268416,1
12,29,4,-4.959967,1
12,30,4,-1.617519,1
12,34,4,11.305459,1
35,3,4,-0.044183,1
35,9,4,4.871121,1
35,20,4,-3.435336,1
35,117,4,-19.211079,1
35,27,4,11.28013,1
35,28,4,-4.707885,1
35,31,4,-16.566253,1
13,1,4,8.888183,1
13,2,4,5.623705,1
13,3,4,4.944742,1
13,4,4,-9.793079,1
13,7,4,21.668298,1
13,9,4,-6.415036,1
13,11,4,5.723256,1
13,35,4,-8.605658,1
13,14,4,-0.471187,1
13,15,4,-5.448376,1
13,17,4,13.472096,1
13,18,4,-1.47716,1
13,19,4,18.420537,1
13,20,4,32.443463,1
13,25,4,21.283176,1
13,28,4,-10.150395,1
13,29,4,3.919428,1
13,30,4,9.131774,1
116,1,4,4.143768,1
116,2,4,5.480946,1
116,3,4,28.505807,1
116,4,4,-4.390515,1
116,7,4,46.225073,1
116,9,4,2.315031,1
116,11,4,21.370267,1
116,12,4,-4.461219,1
116,35,4,13.182165,1
116,13,4,-10.04381,1
116,14,4,9.978296,1
116,15,4,7.057927,1
116,17,4,12.491225,1
116,18,4,-8.015259,1
116,19,4,45.263339,1
116,20,4,7.969866,1
116,117,4,-9.476912,1
116,25,4,13.496511,1
116,27,4,6.750014,1
116,28,4,-1.108927,1
116,29,4,3.150903,1
116,30,4,-20.43473,1
116,31,4,9.487419,1
116,33,4,-18.487491,1
116,34,4,11.032679,1
14,1,4,14.137312,1
14,3,4,44.114049,1
14,4,4,-5.287745,1
14,7,4,66.625466,1
14,9,4,16.798211,1
14,11,4,22.380385,1
14,35,4,-14.111401,1
14,15,4,29.054912,1
14,17,4,19.699718,1
14,18,4,9.320468,1
14,19,4,52.340474,1
14,20,4,25.355926,1
14,117,4,-6.261719,1
14,25,4,25.512054,1
14,27,4,22.560513,1
14,28,4,3.840265,1
14,31,4,6.873562,1
22,1,4,5.065807,1
22,2,4,-9.763161,1
22,3,4,25.58003,1
22,4,4,-6.762729,1
22,7,4,29.386501,1
22,9,4,6.096081,1
22,11,4,3.273065,1
22,35,4,-6.718757,1
22,116,4,10.667335,1
22,14,4,3.273731,1
22,15,4,-6.072998,1
22,17,4,4.540968,1
22,18,4,-2.737297,1
22,19,4,46.256365,1
22,20,4,9.53088,1
22,25,4,-15.34728,1
22,28,4,7.08983,1
22,29,4,13.59884,1
22,30,4,-30.51532,1
22,34,4,6.520263,1
23,1,4,12.990671,1
23,2,4,-7.479607,1
23,3,4,9.464035,1
23,4,4,-2.606168,1
23,7,4,10.590228,1
23,9,4,-2.835743,1
23,11,4,1.47454,1
23,35,4,-0.7153,1
23,116,4,-5.735812,1
23,14,4,-5.49464,1
23,15,4,-9.260611,1
23,17,4,7.894259,1
23,18,4,-8.815879,1
23,19,4,14.81466,1
23,20,4,7.854112,1
23,25,4,19.243776,1
23,28,4,-9.62889,1
23,29,4,2.763982,1
23,30,4,-9.552468,1
23,34,4,-2.936337,1
24,1,4,12.706871,1
24,2,4,6.426164,1
24,3,4,9.65625,1
24,4,4,-20.753788,1
24,7,4,14.314479,1
24,9,4,4.158227,1
24,11,4,-75.439204,1
24,35,4,-26.952214,1
24,116,4,-45.994366,1
24,14,4,7.360881,1
24,15,4,-3.472998,1
24,17,4,8.684703,1
24,18,4,-22.434648,1
24,19,4,16.832952,1
24,20,4,9.777049,1
24,25,4,13.084214,1
24,28,4,-67.219598,1
24,29,4,1.30613,1
24,30,4,8.156563,1
24,34,4,3.286037,1
15,1,4,-6.531026,1
15,3,4,20.285236,1
15,4,4,-25.80878,1
15,7,4,11.220506,1
15,9,4,-9.48777,1
15,11,4,10.65187,1
15,35,4,-39.283093,1
15,19,4,28.404886,1
15,20,4,5.218176,1
15,117,4,-32.981761,1
15,25,4,-5.184323,1
15,27,4,-0.287442,1
15,28,4,-9.054622,1
15,31,4,-4.25075,1
16,0,4,-7.71889,1
16,1,4,-3.4948,1
16,2,4,6.360905,1
16,3,4,27.900019,1
16,4,4,-8.640411,1
16,5,4,8.524182,1
16,6,4,3.382332,1
16,7,4,50.195692,1
16,8,4,-22.674807,1
16,9,4,13.588819,1
16,10,4,22.682158,1
16,11,4,5.907554,1
16,12,4,7.902333,1
16,35,4,10.351381,1
16,13,4,8.568909,1
16,116,4,12.775358,1
16,14,4,19.212762,1
16,22,4,-18.217123,1
16,23,4,3.812001,1
16,24,4,2.096572,1
16,15,4,6.789193,1
16,17,4,13.744021,1
16,18,4,5.916454,1
16,19,4,31.27795,1
16,20,4,12.626912,1
16,21,4,8.931768,1
16,117,4,2.281339,1
16,26,4,16.427514,1
16,25,4,-1.431525,1
16,27,4,-8.409556,1
16,28,4,2.608624,1
16,29,4,-4.757423,1
16,30,4,-29.401365,1
16,31,4,5.466871,1
16,32,4,6.968446,1
16,33,4,-13.270389,1
16,34,4,34.243753,1
17,1,4,-10.423059,1
17,3,4,9.308679,1
17,4,4,2.910124,1
17,7,4,33.78314,1
17,9,4,-13.266428,1
17,11,4,9.450577,1
17,35,4,3.247047,1
17,15,4,10.124742,1
17,19,4,57.064784,1
17,20,4,-4.385681,1
17,117,4,-0.953767,1
17,25,4,3.545277,1
17,27,4,23.980995,1
17,28,4,3.613832,1
17,31,4,32.715772,1
18,1,4,24.504294,1
18,3,4,19.16194,1
18,4,4,-15.128354,1
18,7,4,33.395024,1
18,9,4,-0.412779,1
18,11,4,-2.392588,1
18,35,4,4.191314,1
18,15,4,-4.826767,1
18,17,4,12.515431,1
18,19,4,25.983493,1
18,20,4,16.780262,1
18,117,4,-13.546509,1
18,25,4,6.448919,1
18,27,4,-34.451978,1
18,28,4,-7.079908,1
18,31,4,5.837898,1
19,3,4,88.178969,1
19,9,4,21.946676,1
19,35,4,37.523606,1
19,20,4,30.061925,1
19,117,4,1.540565,1
19,27,4,37.907754,1
19,28,4,14.532003,1
19,31,4,16.153331,1
21,0,4,-8.735216,1
21,1,4,14.392322,1
21,2,4,-11.405336,1
21,3,4,8.52227,1
21,4,4,-5.772176,1
21,5,4,-15.273844,1
21,6,4,5.023871,1
21,7,4,36.852132,1
21,8,4,2.036343,1
21,9,4,-12.600996,1
21,10,4,-14.945233,1
21,11,4,3.290805,1
21,12,4,-2.28943,1
21,35,4,9.365622,1
21,13,4,9.010903,1
21,116,4,-1.206078,1
21,14,4,3.232924,1
21,22,4,8.212684,1
21,23,4,-2.184991,1
21,24,4,-5.982132,1
21,15,4,-3.142079,1
21,17,4,3.18916,1
21,18,4,-15.890777,1
21,19,4,20.6418,1
21,20,4,6.843934,1
21,117,4,-37.009593,1
21,26,4,0.158588,1
21,25,4,12.01006,1
21,27,4,11.607957,1
21,28,4,4.275509,1
21,29,4,8.09118,1
21,30,4,-26.009543,1
21,31,4,18.602822,1
21,32,4,6.146134,1
21,33,4,-17.356018,1
21,34,4,0.003893,1
117,9,4,-13.417112,1
117,20,4,6.517719,1
117,28,4,-20.073393,1
26,1,4,-22.918899,1
26,2,4,9.899582,1
26,3,4,-30.760383,1
26,4,4,-68.689152,1
26,7,4,15.510126,1
26,9,4,2.341739,1
26,11,4,-6.656996,1
26,35,4,-83.06638,1
26,116,4,-40.670267,1
26,14,4,9.367058,1
26,15,4,4.797911,1
26,17,4,-20.749506,1
26,18,4,14.048251,1
26,19,4,32.275197,1
26,20,4,-17.673966,1
26,25,4,-21.750619,1
26,28,4,-15.624521,1
26,29,4,-17.874375,1
26,30,4,-25.89946,1
26,34,4,-0.01379,1
25,1,4,2.424194,1
25,3,4,37.853324,1
25,4,4,6.227954,1
25,7,4,32.149327,1
25,9,4,10.836427,1
25,35,4,4.767824,1
25,19,4,67.836576,1
25,20,4,16.301919,1
25,117,4,4.732358,1
25,27,4,10.209478,1
25,28,4,14.682891,1
25,31,4,-2.346933,1
27,9,4,-11.748122,1
27,20,4,12.023036,1
27,28,4,2.797103,1
28,9,4,-8.386775,1
28,20,4,-6.215265,1
29,1,4,14.730633,1
29,2,4,-7.796098,1
29,3,4,11.721352,1
29,4,4,-1.282865,1
29,7,4,12.198672,1
29,9,4,9.928609,1
29,11,4,9.752253,1
29,35,4,4.704106,1
29,14,4,22.74418,1
29,15,4,1.591496,1
29,17,4,0.959145,1
29,18,4,-6.14896,1
29,19,4,21.234632,1
29,20,4,0.829514,1
29,117,4,-9.780902,1
29,25,4,17.238642,1
29,27,4,13.864014,1
29,28,4,-3.574109,1
29,30,4,-5.509028,1
29,31,4,2.194702,1
30,1,4,7.75755,1
30,2,4,-29.467942,1
30,3,4,13.044859,1
30,4,4,-30.193028,1
30,7,4,1.742197,1
30,9,4,-3.361039,1
30,11,4,-18.333406,1
30,35,4,-14.36055,1
30,14,4,-2.354514,1
30,15,4,-17.151576,1
30,17,4,113.511628,1
30,18,4,-17.153458,1
30,19,4,59.331133,1
30,20,4,9.331655,1
30,117,4,-10.27981,1
30,25,4,-45.778802,1
30,27,4,-36.393023,1
30,28,4,-4.214873,1
30,31,4,1.398052,1
31,3,4,2.726891,1
31,9,4,-4.597923,1
31,20,4,9.28613,1
31,28,4,-4.322939,1
32,1,4,-7.322745,1
32,2,4,-10.069642,1
32,3,4,13.943611,1
32,4,4,-28.556736,1
32,7,4,27.443918,1
32,9,4,-8.267184,1
32,11,4,44.585477,1
32,35,4,-31.9717,1
32,116,4,31.141427,1
32,14,4,2.829645,1
32,15,4,-17.237308,1
32,17,4,15.530453,1
32,18,4,16.513712,1
32,19,4,49.929678,1
32,20,4,3.125669,1
32,25,4,-0.842035,1
32,28,4,20.634551,1
32,29,4,7.585884,1
32,30,4,-51.034243,1
32,34,4,1.59291,1
33,1,4,-6.512095,1
33,2,4,-3.558588,1
33,3,4,-2.040874,1
33,4,4,-50.831366,1
33,7,4,16.066784,1
33,9,4,-13.588381,1
33,11,4,5.385587,1
33,35,4,-64.433271,1
33,14,4,15.140812,1
33,15,4,-3.144719,1
33,17,4,-4.687706,1
33,18,4,-13.650312,1
33,19,4,18.409372,1
33,20,4,11.227267,1
33,25,4,-32.297313,1
33,28,4,-9.761205,1
33,29,4,-1.719933,1
33,30,4,-28.04388,1
33,34,4,-0.103717,1
34,1,4,15.101946,1
34,2,4,0.392189,1
34,3,4,19.007915,1
34,4,4,14.799419,1
34,7,4,49.729763,1
34,9,4,-21.461076,1
34,11,4,14.399758,1
34,35,4,-13.800989,1
34,13,4,-5.159177,1
34,14,4,12.597341,1
34,15,4,-3.020028,1
34,17,4,25.394299,1
34,18,4,0.110957,1
34,19,4,33.234796,1
34,20,4,8.293803,1
34,117,4,-4.48364,1
34,25,4,18.473759,1
34,27,4,13.980472,1
34,28,4,-6.898154,1
34,29,4,-6.256208,1
34,30,4,5.007421,1
34,31,4,6.457405,1
0,1,57,2.157004,0
0,2,57,-2.061161,0
0,3,57,16.462849,0
0,4,57,-2.997533,0
0,7,57,3.446812,0
0,9,57,0.007355,0
0,11,57,-3.015273,0
0,35,57,2.330577,0
0,116,57,2.496733,0
0,14,57,-9.537311,0
0,15,57,26.864775,0
0,17,57,-3.723997,0
0,18,57,3.71955,0
0,19,57,11.18821,0
0,20,57,-1.20877,0
0,25,57,-6.345032,0
0,28,57,-5.046284,0
0,29,57,7.229488,0
0,30,57,-32.035515,0
0,34,57,-4.343385,0
1,3,57,29.124563,0
1,9,57,16.029308,0
1,35,57,15.32356,0
1,19,57,41.59951,0
1,20,57,1.344063,0
1,117,57,5.971495,0
1,27,57,8.552068,0
1,28,57,4.111859,0
1,31,57,9.915245,0
2,1,57,4.567025,0
2,3,57,21.916275,0
2,4,57,-2.97611,0
2,7,57,35.728866,0
2,9,57,-2.589509,0
2,11,57,14.65296,0
2,35,57,3.179449,0
2,14,57,9.08497,0
2,15,57,27.624492,0
2,17,57,4.705907,0
2,18,57,8.242274,0
2,19,57,32.905025,0
2,20,57,18.147207,0
2,117,57,-7.599388,0
2,25,57,13.305719,0
2,27,57,7.329159,0
2,28,57,2.612415,0
2,31,57,11.78791,0
3,9,57,11.721422,0
3,20,57,13.3216,0
3,117,57,25.769913,0
3,27,57,30.146802,0
3,28,57,2.619655,0
4,1,57,19.047398,0
4,3,57,12.373925,0
4,7,57,28.202525,0
4,9,57,-3.15566,0
4,35,57,-13.389452,0
4,19,57,34.403816,0
4,20,57,-0.913838,0
4,117,57,3.331417,0
4,27,57,8.1617,0
4,28,57,-5.81851,0
4,31,57,7.565815,0
5,1,57,12.805431,0
5,2,57,10.656964,0
5,3,57,28.418492,0
5,4,57,17.553578,0
5,7,57,11.06709,0
5,9,57,-12.705275,0
5,11,57,16.25054,0
5,35,57,-6.14809,0
5,116,57,-8.643088,0
5,14,57,8.812534,0
5,15,57,7.181664,0
5,17,57,17.357018,0
5,18,57,8.940093,0
5,19,57,51.64067,0
5,20,57,19.392441,0
5,25,57,18.843761,0
5,28,57,-9.066177,0
5,29,57,11.044177,0
5,30,57,2.091516,0
5,34,57,8.144448,0
6,1,57,-10.632011,0
6,2,57,1.106845,0
6,3,57,17.76685,0
6,4,57,-15.405327,0
6,7,57,-4.988168,0
6,9,57,-12.264233,0
6,11,57,-6.373246,0
6,35,57,9.615747,0
6,116,57,-12.252714,0
6,14,57,-7.465816,0
6,15,57,29.775147,0
6,17,57,1.795154,0
6,18,57,8.109911,0
6,19,57,45.36507,0
6,20,57,-18.720818,0
6,25,57,24.963055,0
6,28,57,-0.771353,0
6,29,57,9.770602,0
6,30,57,-28.162248,0
6,34,57,18.590061,0
7,1,57,8.050422,0
7,3,57,36.774485,0
7,9,57,17.217506,0
7,35,57,17.99809,0
7,19,57,50.601571,0
7,20,57,38.42459,0
7,117,57,-3.179127,0
7,27,57,20.610776,0
7,28,57,3.052123,0
7,31,57,24.713684,0
8,1,57,6.408394,0
8,2,57,25.645322,0
8,3,57,41.310875,0
8,4,57,14.345119,0
8,7,57,49.298228,0
8,9,57,8.209096,0
8,11,57,13.313864,0
8,35,57,16.830259,0
8,116,57,16.438142,0
8,14,57,8.319961,0
8,15,57,57.019836,0
8,17,57,21.921882,0
8,18,57,32.124191,0
8,19,57,65.489046,0
8,20,57,33.741833,0
8,25,57,-0.781637,0
8,28,57,7.102119,0
8,29,57,22.518318,0
8,30,57,-6.504553,0
8,34,57,4.880187,0
9,20,57,0.508516,0
10,1,57,-2.153656,0
10,2,57,0.021358,0
10,3,57,11.35202,0
10,4,57,-5.242772,0
10,7,57,29.522358,0
10,9,57,-2.573866,0
10,11,57,4.381138,0
10,35,57,-13.100038,0
10,116,57,-7.261283,0
10,14,57,0.146401,0
10,15,57,29.005476,0
10,17,57,-4.806152,0
10,18,57,-10.053567,0
10,19,57,29.965098,0
10,20,57,-7.506914,0
10,25,57,3.170509,0
10,28,57,-8.141779,0
10,29,57,0.015693,0
10,30,57,-17.732146,0
10,34,57,-7.140547,0
11,1,57,-2.182881,0
11,3,57,31.231058,0
11,4,57,8.452685,0
11,7,57,-4.168161,0
11,9,57,0.950484,0
11,35,57,8.393089,0
11,19,57,46.755829,0
11,20,57,-3.593734,0
11,117,57,-1.943764,0
11,25,57,-3.623376,0
11,27,57,20.16679,0
11,28,57,4.649033,0
11,31,57,27.573954,0
12,1,57,6.665523,0
12,2,57,24.468342,0
12,3,57,24.923345,0
12,4,57,10.856969,0
12,7,57,26.271366,0
12,9,57,7.190779,0
12,11,57,21.829286,0
12,35,57,13.315863,0
12,14,57,6.906464,0
12,15,57,60.243101,0
12,17,57,12.03162,0
12,18,57,4.188931,0
12,19,57,47.413026,0
12,20,57,19.856321,0
12,25,57,7.921502,0
12,28,57,5.511474,0
12,29,57,17.608169,0
12,30,57,1.423009,0
12,34,57,14.142039,0
35,3,57,8.923063,0
35,9,57,2.606781,0
35,20,57,-2.268467,0
35,117,57,3.401961,0
35,27,57,5.690982,0
35,28,57,-4.067597,0
35,31,57,17.599018,0
13,1,57,10.522727,0
13,2,57,2.628752,0
13,3,57,15.10787,0
13,4,57,-1.890656,0
13,7,57,14.136441,0
13,9,57,2.908765,0
13,11,57,10.283542,0
13,35,57,-4.756494,0
13,14,57,1.380724,0
13,15,57,28.68308,0
13,17,57,2.957658,0
13,18,57,3.614519,0
13,19,57,25.395315,0
13,20,57,3.739645,0
13,25,57,13.452144,0
13,28,57,-0.330984,0
13,29,57,4.235396,0
13,30,57,-7.047884,0
116,1,57,-0.626628,0
116,2,57,1.722772,0
116,3,57,24.545916,0
116,4,57,1.019618,0
116,7,57,3.875082,0
116,9,57,4.855517,0
116,11,57,-0.509613,0
116,12,57,-3.31107,0
116,35,57,1.78681,0
116,13,57,-1.644259,0
116,14,57,0.537309,0
116,15,57,45.623935,0
116,17,57,-4.967836,0
116,18,57,-2.59633,0
116,19,57,37.743928,0
116,20,57,-4.502453,0
116,117,57,-3.102659,0
116,25,57,-7.382116,0
116,27,57,-3.34764,0
116,28,57,3.894709,0
116,29,57,9.694207,0
116,30,57,-26.014773,0
116,31,57,2.375777,0
116,33,57,-0.974105,0
116,34,57,7.07517,0
14,1,57,8.19529,0
14,3,57,23.264271,0
14,4,57,8.94365,0
14,7,57,10.564859,0
14,9,57,-2.322088,0
14,11,57,-24.767398,0
14,35,57,18.491645,0
14,15,57,42.540776,0
14,17,57,12.784349,0
14,18,57,1.629164,0
14,19,57,39.984298,0
14,20,57,-2.893926,0
14,117,57,-6.543327,0
14,25,57,16.282489,0
14,27,57,15.522949,0
14,28,57,-0.528472,0
14,31,57,17.994347,0
22,1,57,-11.526822,0
22,2,57,2.341423,0
22,3,57,12.650013,0
22,4,57,-31.536648,0
22,7,57,7.524776,0
22,9,57,-6.380701,0
22,11,57,8.956602,0
22,35,57,-12.123586,0
22,116,57,-11.388303,0
22,14,57,0.623825,0
22,15,57,15.014481,0
22,17,57,0.238522,0
22,18,57,-4.345311,0
22,19,57,23.454016,0
22,20,57,-11.630739,0
22,25,57,-16.735728,0
22,28,57,-1.787536,0
22,29,57,8.879606,0
22,30,57,-20.665472,0
22,34,57,2.983745,0
23,1,57,-1.713273,0
23,2,57,-13.004111,0
23,3,57,-16.20786,0
23,4,57,-16.579151,0
23,7,57,-4.338524,0
23,9,57,-13.884424,0
23,11,57,1.825662,0
23,35,57,-29.905989,0
23,116,57,-17.572335,0
23,14,57,-17.165191,0
23,15,57,-6.633024,0
23,17,57,-17.236609,0
23,18,57,-16.33138,0
23,19,57,-1.199721,0
23,20,57,-15.609498,0
23,25,57,-0.241122,0
23,28,57,-12.808072,0
23,29,57,-12.609259,0
23,30,57,-24.067175,0
23,34,57,-30.80344,0
24,1,57,12.78355,0
24,2,57,2.274386,0
24,3,57,29.956361,0
24,4,57,5.154342,0
24,7,57,30.871065,0
24,9,57,6.060967,0
24,11,57,-12.295915,0
24,35,57,16.528786,0
24,116,57,-7.174848,0
24,14,57,18.294954,0
24,15,57,52.752568,0
24,17,57,3.289501,0
24,18,57,-10.470184,0
24,19,57,50.252941,0
24,20,57,-1.37858,0
24,25,57,21.968991,0
24,28,57,-3.067567,0
24,29,57,14.279361,0
24,30,57,-29.951069,0
24,34,57,0.841296,0
15,1,57,32.402636,0
15,3,57,60.48163,0
15,4,57,21.840895,0
15,7,57,27.99786,0
15,9,57,19.992258,0
15,11,57,56.078039,0
15,35,57,17.727243,0
15,19,57,85.901951,0
15,20,57,36.223847,0
15,117,57,-15.687722,0
15,25,57,51.113547,0
15,27,57,53.379973,0
15,28,57,16.767658,0
15,31,57,52.126617,0
16,0,57,-5.648162,0
16,1,57,21.832134,0
16,2,57,20.75766,0
16,3,57,23.588658,0
16,4,57,9.770843,0
16,5,57,44.376679,0
16,6,57,21.452776,0
16,7,57,1.365594,0
16,8,57,30.027659,0
16,9,57,12.332824,0
16,10,57,7.32771,0
16,11,57,26.217956,0
16,12,57,29.686996,0
16,35,57,11.609296,0
16,13,57,10.978823,0
16,116,57,-6.238251,0
16,14,57,23.373444,0
16,22,57,-3.611421,0
16,23,57,-16.754294,0
16,24,57,3.336313,0
16,15,57,38.503744,0
16,17,57,3.685718,0
16,18,57,3.913124,0
16,19,57,42.257404,0
16,20,57,0.764659,0
16,21,57,-12.930984,0
16,117,57,16.733073,0
16,26,57,10.073059,0
16,25,57,23.475184,0
16,27,57,19.221336,0
16,28,57,1.264954,0
16,29,57,16.520895,0
16,30,57,-12.135444,0
16,31,57,20.537311,0
16,32,57,41.914254,0
16,33,57,-2.498879,0
16,34,57,14.051124,0
17,1,57,-2.919968,0
17,3,57,17.759939,0
17,4,57,3.392515,0
17,7,57,15.124933,0
17,9,57,4.580338,0
17,11,57,23.500456,0
17,35,57,6.18823,0
17,15,57,45.918607,0
17,19,57,34.341606,0
17,20,57,10.066328,0
17,117,57,-1.074116,0
17,25,57,-2.592169,0
17,27,57,10.291219,0
17,28,57,2.712901,0
17,31,57,7.335748,0
18,1,57,9.132371,0
18,3,57,23.392013,0
18,4,57,-8.081944,0
18,7,57,19.29771,0
18,9,57,2.909535,0
18,11,57,13.965509,0
18,35,57,5.693636,0
18,15,57,38.065347,0
18,17,57,-0.089156,0
18,19,57,28.989515,0
18,20,57,-5.455326,0
18,117,57,-4.933031,0
18,25,57,-2.992562,0
18,27,57,-3.310341,0
18,28,57,3.966531,0
18,31,57,5.392788,0
19,3,57,65.728439,0
19,9,57,21.624291,0
19,35,57,40.09982,0
19,20,57,23.583037,0
19,117,57,12.136357,0
19,27,57,41.010961,0
19,28,57,7.151216,0
19,31,57,53.401769,0
21,0,57,-1.948418,0
21,1,57,20.14946,0
21,2,57,-3.877839,0
21,3,57,16.479799,0
21,4,57,5.387785,0
21,5,57,14.26976,0
21,6,57,-2.910254,0
21,7,57,44.344418,0
21,8,57,29.230781,0
21,9,57,-10.911302,0
21,10,57,-7.872266,0
21,11,57,24.378361,0
21,12,57,24.862235,0
21,35,57,8.949541,0
21,13,57,4.453728,0
21,116,57,0.868124,0
21,14,57,19.02947,0
21,22,57,5.488075,0
21,23,57,-10.637557,0
21,24,57,14.215955,0
21,15,57,8.182806,0
21,17,57,13.48925,0
21,18,57,7.069767,0
21,19,57,23.06845,0
21,20,57,9.052012,0
21,117,57,-4.654067,0
21,26,57,7.327154,0
21,25,57,27.80127,0
21,27,57,18.395046,0
21,28,57,3.121559,0
21,29,57,9.945046,0
21,30,57,-7.45272,0
21,31,57,23.390612,0
21,32,57,29.131032,0
21,33,57,4.760699,0
21,34,57,-2.071468,0
117,9,57,3.495322,0
117,20,57,10.056173,0
117,28,57,-0.389367,0
26,1,57,5.512541,0
26,2,57,3.689918,0
26,3,57,25.126883,0
26,4,57,-10.137173,0
26,7,57,19.712627,0
26,9,57,7.829256,0
26,11,57,9.914035,0
26,35,57,-8.68229,0
26,116,57,-3.597659,0
26,14,57,-2.473387,0
26,15,57,56.070622,0
26,17,57,-19.522666,0
26,18,57,-1.295561,0
26,19,57,36.201226,0
26,20,57,-5.611806,0
26,25,57,3.487694,0
