drug_idx,cell_line_idx,ri,fold
322,49,18.328098,1
322,95,16.814481,1
322,131,-11.284599,0
322,103,-18.397315,0
322,31,29.652318,2
322,161,29.12927,3
322,64,14.228266,2
322,97,39.065925,2
322,92,20.230636,1
322,144,11.058121,1
322,100,28.370439,3
322,24,11.838,3
322,172,-5.574,0
322,2,30.707942,4
322,162,13.842944,3
322,148,21.516279,4
322,171,35.603587,2
322,130,2.246548,4
322,146,21.929527,1
322,59,-4.894685,4
322,110,18.505908,3
322,170,-1.146137,2
58,54,1.215167,0
58,163,4.870606,0
58,90,6.857194,2
58,80,5.960404,4
58,66,5.858423,2
58,108,29.290616,1
58,45,9.877085,3
58,11,11.432507,0
58,40,18.126032,4
58,95,8.538617,1
58,107,4.699742,4
58,92,5.244205,1
58,166,18.682406,4
58,20,44.525519,3
58,118,22.287963,3
58,115,12.549461,2
58,75,19.830313,3
58,161,1.756618,3
58,64,6.95561,2
58,21,6.407181,1
58,131,9.050648,0
58,99,7.379544,2
58,136,3.473995,3
58,72,8.037435,3
58,78,7.235477,1
58,156,11.337743,3
58,28,18.310638,0
58,169,21.384192,4
58,165,14.231796,1
58,87,20.40067,4
58,114,22.667102,1
58,29,2.486502,0
58,17,23.629138,0
58,117,6.015434,0
58,141,13.001451,1
58,63,2.562025,2
58,15,16.833653,4
58,121,14.601335,4
58,43,18.868843,2
58,102,12.580885,3
58,171,20.757017,2
58,127,3.607167,2
58,18,16.616378,4
58,84,8.330217,0
58,147,6.932979,1
58,35,10.384612,4
1137,49,39.702792,1
1137,95,-22.568332,1
1137,131,16.022159,0
1137,92,22.512317,1
1137,97,-32.545897,2
1137,31,-13.270935,2
1137,161,7.060434,3
1137,64,16.939511,2
1137,52,-76.874085,4
1137,100,-2.30825,3
1137,103,-25.803442,0
1137,172,-1.026,0
1137,171,22.336128,2
1137,24,19.201,3
1137,110,-57.984614,3
1137,59,10.750296,4
1137,146,19.054137,1
1137,130,9.854114,4
1137,170,29.999644,2
1137,148,30.027016,4
1137,162,15.115681,3
1137,2,55.43319,4
1137,144,34.385047,1
3093,99,52.10275,2
3093,133,31.21125,2
3093,113,26.6085,2
3093,152,62.1325,1
3093,86,46.749,1
3093,6,51.179,3
3093,125,48.9825,1
3093,19,33.448,1
3093,7,59.26425,2
3093,109,44.2115,4
3093,155,29.73075,3
3093,72,40.79675,3
3093,129,55.69925,4
3093,38,48.896,2
3093,112,37.2535,0
3093,105,18.07675,3
3093,119,82.918611,0
3093,5,65.769,0
3093,41,73.354,1
3093,149,61.708611,0
3093,70,54.01325,4
3093,115,53.811,2
3093,69,46.8685,1
3093,134,71.5445,3
3093,62,51.508722,4
3093,27,59.058278,0
3093,91,41.658,2
3093,166,35.255,4
3093,126,48.58525,3
3093,60,36.225,3
3093,157,31.96375,4
3093,22,67.064389,1
3093,28,31.29175,0
3093,93,89.557556,2
3093,139,58.532,3
3093,82,47.033,2
3093,96,51.928,0
3093,33,36.05725,3
3093,9,19.35375,0
3093,79,45.9555,0
3093,73,37.4315,2
3093,124,54.683,2
3093,116,49.312,4
3093,23,1.59,1
3093,67,46.403722,0
3093,94,68.194,1
3093,147,82.027,1
3093,81,86.169,3
3093,37,63.521,2
3093,168,55.742,4
3093,53,71.707,0
3093,104,55.146,1
3093,44,72.747111,1
3093,57,69.142,0
3093,50,62.386056,2
3093,61,49.466556,3
3093,18,67.594,4
1843,172,-5.255,0
1843,24,-0.181,3
1843,158,-0.94935,0
1843,106,4.2223,0
1843,31,27.174347,2
1991,64,3.823385,2
1991,118,5.667484,3
1991,147,7.534521,1
1991,11,1.696969,0
1991,156,4.402104,3
1991,172,0.699,0
1991,12,12.051629,0
2156,97,6.863859,2
2156,64,27.680004,2
2156,161,-14.803528,3
2156,100,-39.086066,3
2156,92,-67.230595,1
2156,131,15.072538,0
2156,49,20.843311,1
2156,52,40.098673,4
2156,103,32.382408,0
2156,144,7.964911,1
2156,95,55.909827,1
2156,24,41.113,3
2156,110,18.878097,3
2156,59,11.518546,4
2156,146,13.85906,1
2156,130,12.422985,4
2156,170,17.780109,2
2156,148,-3.784539,4
2156,162,3.576376,3
2156,2,52.890586,4
2156,172,-5.721,0
2156,171,-17.956039,2
3101,125,43.235875,1
3101,72,40.812875,3
3101,86,29.084625,1
3101,152,57.513,1
3101,113,27.749625,2
3101,105,3.954125,3
3101,99,50.086875,2
3101,129,17.948125,4
3101,166,38.243,4
3101,112,10.901625,0
3101,19,16.47125,1
3101,133,25.420375,2
3101,70,46.827125,4
3101,7,43.37225,2
3101,6,37.85825,3
3101,109,36.49675,4
3101,33,20.104125,3
3101,9,13.943875,0
3101,79,29.8545,0
3101,23,37.497375,1
3101,28,16.65625,0
3101,73,39.236375,2
3101,126,6.675125,3
3101,91,24.92975,2
3101,155,30.359875,3
3101,157,38.20425,4
25,11,11.618712,0
25,137,21.504,2
25,166,30.2495,4
25,112,-2.469,0
25,173,3.865,1
25,153,40.261,0
25,80,11.591,4
25,98,9.844,2
25,25,18.156,1
25,107,8.3215,4
25,115,2.0935,2
25,58,45.219,1
25,118,59.201025,3
25,1,42.4105,0
25,13,6.559,3
25,31,9.43383,2
25,64,58.636567,2
25,83,12.5875,2
25,83,9.393,2
25,167,-1.066,0
25,159,27.1595,1
25,100,63.0535,3
25,114,11.7645,1
25,52,35.5135,4
25,94,14.171,1
25,172,20.007,0
25,162,13.386,3
25,122,25.812,0
25,148,52.864,4
25,120,21.2215,4
25,156,26.164525,3
25,12,65.906328,0
25,39,19.7455,2
25,138,7.3165,3
25,4,-0.2695,1
25,89,1.536,0
25,17,22.027,0
25,147,18.873763,1
25,71,55.7845,3
25,51,29.655,3
25,3,-4.474667,4
25,24,15.636,3
25,160,6.873,2
25,15,57.817,4
25,14,49.5735,3
25,150,2.357,0
25,57,1.929,0
25,135,18.4055,1
3090,101,-25.414636,0
3090,159,-8.854727,1
3090,46,3.977,3
3090,115,37.9665,2
3090,168,11.655364,4
3090,57,0.6542,0
3090,85,55.360727,4
3090,60,6.4478,3
3090,96,1.9925,0
3090,82,27.311727,2
3090,18,30.459,4
280,91,1.91775,2
280,155,4.3865,3
280,6,-1.21525,3
280,109,15.6165,4
280,7,8.82125,2
280,19,-9.125,1
280,125,17.50325,1
280,72,16.66975,3
280,86,3.017,1
280,152,-2.5385,1
280,133,16.2095,2
280,99,15.12625,2
280,129,7.64825,4
280,166,17.298,4
280,112,7.25625,0
280,105,18.47175,3
280,5,13.003,0
280,41,1.404,1
280,70,12.00375,4
280,115,6.489,2
280,113,4.90925,2
280,126,20.49375,3
280,94,50.21,1
280,157,8.52525,4
280,73,21.8935,2
280,28,-2.0405,0
280,139,25.465,3
280,82,2.243,2
280,96,24.4,0
280,33,6.08675,3
280,79,14.0255,0
280,23,23.3335,1
280,124,2.316,2
280,60,5.019,3
280,9,4.3235,0
280,81,9.215,3
280,116,18.835,4
280,104,13.123,1
280,37,8.291,2
280,168,15.879,4
280,147,44.166,1
280,18,-1.867,4
280,57,12.881,0
280,38,51.055,2
280,53,20.545,0
1118,49,22.439875,1
1118,97,5.113402,2
1118,64,-36.303678,2
1118,161,19.70518,3
1118,31,7.544637,2
1118,100,17.33125,3
1118,92,-32.800838,1
1118,131,5.118995,0
1118,95,-8.037103,1
1118,52,-31.346181,4
1118,130,-58.832297,4
1118,144,9.434061,1
1118,171,-58.764708,2
1118,110,21.27925,3
1118,59,0.239861,4
1118,146,18.650231,1
1118,170,10.541371,2
1118,148,-46.726917,4
1118,162,-11.464617,3
1118,2,31.373293,4
1118,103,11.328678,0
1179,49,6.934207,1
1179,95,-16.327925,1
1179,131,44.783515,0
1179,92,35.256376,1
1179,64,-3.947406,2
1179,31,9.728484,2
1179,161,24.890849,3
1179,97,4.55947,2
1179,52,5.777575,4
1179,100,13.773249,3
1179,103,10.795661,0
1179,2,7.190415,4
1179,171,27.963977,2
1179,24,-3.064,3
1179,110,33.522791,3
1179,59,5.249467,4
1179,146,-21.23363,1
1179,130,37.486411,4
1179,170,-8.280017,2
1179,148,-20.637409,4
1179,162,-11.395005,3
1179,172,1.801,0
1179,144,11.77707,1
41,11,7.685925,0
41,45,9.635057,3
41,108,13.614805,1
41,136,4.772731,3
41,80,7.569731,4
41,90,-2.342933,2
41,163,9.341507,0
41,40,5.129118,4
41,66,6.918147,2
41,95,14.853664,1
41,115,2.500033,2
41,107,5.710539,4
41,54,4.286164,0
41,20,3.150406,3
41,118,-0.905101,3
41,31,-1.10969,2
41,75,1.708082,3
41,161,2.6541,3
41,64,1.045423,2
41,21,0.485973,1
41,166,7.431295,4
41,131,6.236945,0
41,99,4.833077,2
41,92,6.287409,1
41,72,3.457229,3
41,156,2.496267,3
41,28,4.233889,0
41,169,-0.480411,4
41,165,2.867,1
41,87,7.689161,4
41,63,5.739471,2
41,29,0.754695,0
41,17,0.887122,0
41,117,6.256155,0
41,114,3.676943,1
41,78,10.626778,1
41,35,6.234235,4
41,15,0.983892,4
41,121,3.073507,4
41,43,2.255752,2
41,102,3.231505,3
41,171,8.557982,2
41,127,7.774604,2
41,18,1.083117,4
41,84,4.64703,0
41,147,7.663898,1
41,141,7.270721,1
275,40,38.053794,4
275,45,29.686915,3
275,108,43.415379,1
275,136,13.360274,3
275,80,10.253405,4
275,90,21.935381,2
275,163,19.370993,0
275,95,6.56015,1
275,66,19.429618,2
275,131,12.976173,0
275,118,33.107272,3
275,107,16.154124,4
275,54,20.121185,0
275,20,47.244343,3
275,115,0.712877,2
275,75,26.15852,3
275,161,6.867255,3
275,64,16.873677,2
275,21,24.650818,1
275,166,12.539904,4
275,92,16.206609,1
275,99,12.562498,2
275,11,27.663515,0
275,72,2.727942,3
275,114,54.50171,1
275,78,12.55366,1
275,28,38.677285,0
275,169,24.469669,4
275,165,19.733243,1
275,87,9.172136,4
275,63,1.118712,2
275,29,29.850125,0
275,17,25.725514,0
275,117,22.504402,0
275,141,21.349601,1
275,156,21.523926,3
275,15,29.724728,4
275,35,25.326401,4
275,84,15.573059,0
275,18,19.103515,4
275,127,7.796912,2
275,147,28.439362,1
275,102,27.878787,3
275,43,20.069642,2
275,121,11.590674,4
275,171,31.702912,2
0,66,24.59234,2
0,11,28.202077,0
0,45,17.461622,3
0,52,21.45,4
0,108,69.639884,1
0,95,27.313742,1
0,25,30.336091,1
0,40,43.053949,4
0,136,35.138883,3
0,80,42.270569,4
0,90,28.180315,2
0,163,32.144365,0
0,153,9.047,0
0,173,19.291,1
0,112,36.727,0
0,166,32.424174,4
0,131,26.68734,0
0,137,62.98,2
0,98,47.5785,2
0,92,37.25241,1
0,115,23.87436,2
0,100,16.2495,3
0,13,15.214595,3
0,159,27.282,1
0,167,4.1105,0
0,83,22.239,2
0,83,25.002,2
0,21,26.017379,1
0,64,28.866255,2
0,161,9.629038,3
0,107,15.419242,4
0,75,32.336389,3
0,47,13.881667,2
0,1,30.520682,0
0,143,10.837,4
0,76,7.673667,1
0,118,24.587226,3
0,20,80.644423,3
0,54,14.215411,0
0,58,31.829,1
0,31,-21.929954,2
0,36,12.508,4
0,24,-7.642,3
0,114,52.729016,1
0,29,51.134026,0
0,51,17.1795,3
0,63,13.499665,2
0,4,19.095952,1
0,89,44.2605,0
0,39,12.559048,2
0,87,30.412353,4
0,165,25.020347,1
0,17,44.012167,0
0,169,43.771256,4
0,156,44.247724,3
0,120,25.762,4
0,148,4.240405,4
0,122,46.04,0
0,162,11.471024,3
0,172,0.54,0
0,78,33.122833,1
0,99,17.308982,2
0,28,52.705545,0
0,117,23.689474,0
0,138,28.477,3
0,35,22.832968,4
0,72,15.505115,3
0,135,33.059,1
0,94,29.6765,1
0,141,25.247731,1
0,84,19.766929,0
0,18,31.542269,4
0,127,22.888436,2
0,56,17.438667,0
0,171,37.723591,2
0,147,20.70434,1
0,160,31.767,2
0,57,22.5285,0
0,102,48.864935,3
0,43,37.775756,2
0,121,21.504962,4
0,15,39.790077,4
0,14,14.028,3
0,71,16.2705,3
44,119,22.008,0
44,0,1.623,0
44,68,7.775333,4
44,140,-2.968,1
44,41,8.757,1
44,149,20.244,0
44,164,5.402,0
44,31,-18.605281,2
44,74,6.529667,2
44,46,4.6403,3
44,112,22.641,0
44,159,7.130583,1
44,115,-0.0415,2
44,91,8.884,2
44,82,4.439636,2
44,101,-18.336909,0
44,168,-0.905182,4
44,145,13.375,3
44,96,1.1367,0
44,88,0.162667,3
44,60,-4.5288,3
44,23,13.589,1
44,65,-5.136,4
44,42,6.487,0
44,32,14.153,1
44,57,12.9935,0
44,18,6.0273,4
44,85,3.059091,4
1521,133,0.9295,2
1521,125,72.7255,1
1521,72,10.66925,3
1521,86,6.76675,1
1521,113,4.4165,2
1521,99,17.32,2
1521,31,25.72368,2
1521,166,15.78275,4
1521,112,14.89575,0
1521,105,-12.29925,3
1521,70,3.8105,4
1521,19,13.96975,1
1521,129,12.279,4
1521,7,90.29525,2
1521,152,68.2855,1
1521,6,82.39975,3
1521,172,3.15,0
1521,28,8.0095,0
1521,9,2.88575,0
1521,79,6.53725,0
1521,23,9.569,1
1521,24,-20.439,3
1521,33,2.28375,3
1521,73,22.48825,2
1521,109,48.4845,4
1521,126,86.543,3
1521,91,14.947,2
1521,155,16.552,3
1521,157,17.21,4
79,95,7.892417,1
79,136,1.080723,3
79,163,4.911007,0
79,90,2.896206,2
79,80,5.93903,4
79,66,10.610209,2
79,45,5.318957,3
79,11,5.207345,0
79,40,16.977792,4
79,131,0.931626,0
79,75,16.375821,3
79,107,1.349987,4
79,54,3.465153,0
79,20,54.857971,3
79,118,15.948033,3
79,115,14.922354,2
79,166,17.592088,4
79,161,2.141557,3
79,64,9.238962,2
79,21,7.572664,1
79,92,10.483952,1
79,99,22.933383,2
79,108,24.212689,1
79,72,-0.188015,3
79,78,15.763488,1
79,156,5.146629,3
79,28,15.267483,0
79,169,20.597537,4
79,165,9.309743,1
79,87,15.813224,4
79,63,2.913843,2
79,29,15.452266,0
79,17,22.826114,0
79,117,5.080927,0
79,141,20.504988,1
79,15,12.15341,4
79,121,12.003856,4
79,43,9.975793,2
79,102,14.711944,3
79,171,14.068785,2
79,127,8.274614,2
79,18,6.760946,4
79,84,6.891198,0
79,147,22.765456,1
79,35,0.599008,4
79,114,37.653544,1
3073,118,31.991815,3
3073,64,51.81409,2
3073,11,13.690219,0
3073,12,49.39158,0
3073,156,19.374649,3
3073,147,24.051243,1
82,166,14.84685,4
82,136,29.582765,3
82,163,14.910463,0
82,90,16.900787,2
82,80,32.809866,4
82,66,10.727199,2
82,108,24.608258,1
82,45,19.020746,3
82,11,20.876465,0
82,40,24.654987,4
82,21,3.810345,1
82,131,2.435333,0
82,107,19.565481,4
82,54,16.996453,0
82,20,33.058282,3
82,118,11.398956,3
82,115,5.007432,2
82,31,3.393921,2
82,75,20.599056,3
82,161,9.962816,3
82,64,17.980228,2
82,99,28.884435,2
82,92,11.106678,1
82,114,7.587409,1
82,95,2.226514,1
82,147,28.052887,1
82,72,16.209632,3
82,78,20.922037,1
82,172,5.872,0
82,156,3.338456,3
82,28,12.41373,0
82,169,10.223978,4
82,165,17.663048,1
82,63,1.421502,2
82,29,14.212874,0
82,17,23.487206,0
82,117,28.830866,0
82,87,23.288611,4
82,35,16.866363,4
82,15,14.6005,4
82,121,2.275103,4
82,43,31.180617,2
82,102,17.118595,3
82,24,3.798,3
82,171,31.22279,2
82,127,11.692179,2
82,18,19.615993,4
82,141,22.465008,1
82,84,27.964509,0
103,11,31.588165,0
103,108,34.293889,1
103,66,20.218005,2
103,166,34.114089,4
103,90,29.990192,2
103,163,36.361282,0
103,136,23.692039,3
103,40,28.431696,4
103,80,38.71701,4
103,95,9.230414,1
103,21,27.799621,1
103,92,17.926203,1
103,107,22.391771,4
103,54,10.57991,0
103,20,53.229496,3
103,118,14.03703,3
103,115,14.653376,2
103,75,23.583848,3
103,161,18.440512,3
103,64,24.765818,2
103,99,19.912351,2
103,131,7.163525,0
103,114,37.130138,1
103,45,17.466951,3
103,147,21.881778,1
103,72,13.553435,3
103,78,25.855609,1
103,156,8.970674,3
103,28,34.041443,0
103,169,32.686605,4
103,165,15.359268,1
103,87,30.82066,4
103,63,21.581326,2
103,29,36.409321,0
103,17,43.096557,0
103,117,33.629524,0
103,172,5.743,0
103,35,22.510648,4
103,141,11.678785,1
103,127,16.877585,2
103,171,55.730016,2
103,24,-7.423,3
103,18,29.232711,4
103,43,38.795755,2
103,121,19.007891,4
103,15,36.995771,4
103,102,29.979226,3
103,84,17.299174,0
27,40,28.338314,4
27,98,46.2985,2
27,11,20.053285,0
27,45,26.669314,3
27,52,13.7545,4
27,108,12.015932,1
27,25,14.089705,1
27,66,12.004765,2
27,153,16.5685,0
27,90,22.897632,2
27,163,13.379667,0
27,136,3.389297,3
27,173,29.942,1
27,112,18.452,0
27,166,15.251432,4
27,137,33.057,2
27,13,2.682,3
27,95,7.671801,1
27,80,19.133649,4
27,131,9.186353,0
27,47,12.392583,2
27,107,8.660649,4
27,36,15.8255,4
27,167,1.3,0
27,83,14.321,2
27,83,45.625,2
27,21,14.51486,1
27,64,24.683092,2
27,161,5.865732,3
27,75,39.370696,3
27,31,83.424804,2
27,115,15.372815,2
27,1,19.243564,0
27,143,44.256,4
27,76,20.26225,1
27,118,21.182061,3
27,159,20.625,1
27,20,68.652955,3
27,54,13.976901,0
27,58,6.592,1
27,100,9.387,3
27,92,16.781021,1
27,99,25.560333,2
27,89,8.116,0
27,72,8.577927,3
27,63,3.636076,2
27,4,13.4865,1
27,138,4.743,3
27,151,15.574,2
27,39,19.707,2
27,87,22.113605,4
27,154,63.420333,3
27,165,16.406501,1
27,51,12.3001,3
27,169,29.246251,4
27,156,11.703549,3
27,120,23.5892,4
27,148,7.015275,4
27,122,32.622,0
27,162,18.59695,3
27,172,77.961,0
27,78,22.73621,1
27,114,15.67133,1
27,28,10.289616,0
27,29,14.438845,0
27,17,25.035763,0
27,117,29.181894,0
27,135,23.3875,1
27,94,28.379,1
27,147,27.744295,1
27,84,15.262844,0
27,18,11.983193,4
27,127,10.029795,2
27,56,17.993,0
27,171,29.864916,2
27,71,10.596525,3
27,160,16.6775,2
27,24,14.543214,3
27,57,12.628,0
27,102,17.86952,3
27,43,22.657156,2
27,121,11.612614,4
27,15,10.917147,4
27,14,15.756,3
27,35,13.27309,4
27,141,19.262154,1
1386,3,19.915,4
1386,24,54.956,3
1386,31,89.648157,2
1386,172,31.969,0
1386,150,23.923,0
1602,97,2.89911,2
1602,161,-17.342747,3
1602,31,69.835819,2
1602,100,10.97747,3
1602,92,19.672752,1
1602,131,-13.546125,0
1602,95,5.180146,1
1602,49,-2.605303,1
1602,52,45.182112,4
1602,103,7.242668,0
1602,144,43.549274,1
1602,64,12.243162,2
1602,24,-8.329,3
1602,110,23.203861,3
1602,59,29.553082,4
1602,146,11.589773,1
1602,130,32.532017,4
1602,170,24.12467,2
1602,148,39.355617,4
1602,162,31.004797,3
1602,2,51.747456,4
1602,172,26.004,0
1602,171,19.59345,2
283,11,3.145778,0
283,45,-1.282957,3
283,108,3.907406,1
283,136,-2.003296,3
283,80,-4.05774,4
283,90,0.017935,2
283,163,0.283273,0
283,40,2.052866,4
283,66,0.719683,2
283,95,-0.449391,1
283,118,1.950048,3
283,92,0.858264,1
283,107,-3.499634,4
283,54,1.484047,0
283,20,3.232039,3
283,115,-0.840189,2
283,75,2.577159,3
283,161,-1.136476,3
283,64,1.250255,2
283,21,-0.180335,1
283,166,0.916631,4
283,131,0.756707,0
283,99,0.127385,2
283,72,-1.170962,3
283,169,1.38669,4
283,114,2.739019,1
283,78,2.263794,1
283,156,-2.50686,3
283,28,-0.754644,0
283,165,-0.769535,1
283,87,0.090283,4
283,63,-1.776144,2
283,29,-0.041059,0
283,117,4.097812,0
283,141,0.144229,1
283,17,1.045254,0
