drug_row_idx,drug_col_idx,cell_line_idx,synergy_loewe,fold,drug_row_fold,drug_col_fold
6,29,4,9.508866,2,2,2
6,30,4,-5.333432,4,2,3
6,34,4,21.498087,0,2,4
7,1,4,38.978483,1,4,0
7,3,4,59.4081,2,4,2
7,9,4,47.245563,4,4,0
7,35,4,44.964088,0,4,2
7,19,4,51.977218,1,4,3
7,20,4,55.500046,2,4,4
7,117,4,2.372455,3,4,3
7,27,4,20.112909,4,4,4
7,28,4,23.451736,0,4,1
7,31,4,-0.799896,1,4,0
8,1,4,-14.528089,3,3,0
8,2,4,-17.131674,3,3,1
8,3,4,4.521007,3,3,2
8,4,4,-20.883411,3,3,3
8,7,4,-5.289292,3,3,4
8,9,4,-7.047881,3,3,0
8,11,4,-27.893247,3,3,1
8,35,4,-10.474906,3,3,2
8,116,4,-15.008844,3,3,3
8,14,4,-43.358868,3,3,4
8,15,4,-54.792971,3,3,0
8,17,4,-15.862017,3,3,1
8,18,4,-11.38228,3,3,2
8,19,4,24.950965,3,3,3
8,20,4,-5.789984,3,3,4
8,25,4,-19.049931,3,3,0
8,28,4,0.378011,3,3,1
8,29,4,1.04889,3,3,2
8,30,4,-27.179883,3,3,3
8,34,4,-7.058422,3,3,4
9,20,4,-0.959976,2,0,4
10,1,4,14.442425,4,4,0
10,2,4,7.643342,0,4,1
10,3,4,6.284354,1,4,2
10,4,4,-20.728804,3,4,3
10,7,4,24.078457,2,4,4
10,9,4,2.114724,4,4,0
10,11,4,-19.256225,0,4,1
10,35,4,-11.369836,1,4,2
10,116,4,-20.82073,3,4,3
10,14,4,5.554164,2,4,4
10,15,4,-4.988732,4,4,0
10,17,4,-5.817022,0,4,1
10,18,4,-12.488807,1,4,2
10,19,4,18.678524,2,4,3
10,20,4,10.249636,4,4,4
10,25,4,9.919099,0,4,0
10,28,4,-23.574204,1,4,1
10,29,4,-15.782953,2,4,2
10,30,4,13.474168,4,4,3
10,34,4,8.788419,0,4,4
11,1,4,3.366033,1,1,0
11,3,4,36.289884,2,1,2
11,4,4,-1.662793,3,1,3
11,7,4,52.374279,4,1,4
11,9,4,1.353411,0,1,0
11,35,4,0.290804,1,1,2
11,19,4,65.958987,2,1,3
11,20,4,12.216406,4,1,4
11,117,4,-28.171979,3,1,3
11,25,4,9.489377,0,1,0
11,27,4,28.885002,1,1,4
11,28,4,-7.758444,2,1,1
11,31,4,21.937063,4,1,0
12,1,4,14.671795,0,0,0
12,2,4,9.771696,1,0,1
12,3,4,-11.257301,2,0,2
12,4,4,-11.48208,3,0,3
12,7,4,17.06469,4,0,4
12,9,4,-12.620132,0,0,0
12,11,4,0.470506,1,0,1
12,35,4,-2.717548,2,0,2
12,14,4,-1.478747,4,0,4
12,15,4,-3.239942,0,0,0
12,17,4,22.752253,1,0,1
12,18,4,13.364564,2,0,2
12,19,4,44.706887,4,0,3
12,20,4,32.104992,0,0,4
12,25,4,20.849203,1,0,0
12,28,4,-16.268416,2,0,1
12,29,4,-4.959967,4,0,2
12,30,4,-1.617519,0,0,3
12,34,4,11.305459,1,0,4
35,3,4,-0.044183,2,2,2
35,9,4,4.871121,4,2,0
35,20,4,-3.435336,0,2,4
35,117,4,-19.211079,3,2,3
35,27,4,11.28013,1,2,4
35,28,4,-4.707885,2,2,1
35,31,4,-16.566253,4,2,0
13,1,4,8.888183,0,1,0
13,2,4,5.623705,1,1,1
13,3,4,4.944742,2,1,2
13,4,4,-9.793079,3,1,3
13,7,4,21.668298,4,1,4
13,9,4,-6.415036,0,1,0
13,11,4,5.723256,1,1,1
13,35,4,-8.605658,2,1,2
13,14,4,-0.471187,4,1,4
13,15,4,-5.448376,0,1,0
13,17,4,13.472096,1,1,1
13,18,4,-1.47716,2,1,2
13,19,4,18.420537,4,1,3
13,20,4,32.443463,0,1,4
13,25,4,21.283176,1,1,0
13,28,4,-10.150395,2,1,1
13,29,4,3.919428,4,1,2
13,30,4,9.131774,0,1,3
116,1,4,4.143768,3,3,0
116,2,4,5.480946,3,3,1
116,3,4,28.505807,3,3,2
116,4,4,-4.390515,3,3,3
116,7,4,46.225073,3,3,4
116,9,4,2.315031,3,3,0
116,11,4,21.370267,3,3,1
116,12,4,-4.461219,3,3,0
116,35,4,13.182165,3,3,2
116,13,4,-10.04381,3,3,1
116,14,4,9.978296,3,3,4
116,15,4,7.057927,3,3,0
116,17,4,12.491225,3,3,1
116,18,4,-8.015259,3,3,2
116,19,4,45.263339,3,3,3
116,20,4,7.969866,3,3,4
116,117,4,-9.476912,3,3,3
116,25,4,13.496511,3,3,0
116,27,4,6.750014,3,3,4
116,28,4,-1.108927,3,3,1
116,29,4,3.150903,3,3,2
116,30,4,-20.43473,3,3,3
116,31,4,9.487419,3,3,0
116,33,4,-18.487491,3,3,2
116,34,4,11.032679,3,3,4
14,1,4,14.137312,1,4,0
14,3,4,44.114049,2,4,2
14,4,4,-5.287745,3,4,3
14,7,4,66.625466,4,4,4
14,9,4,16.798211,0,4,0
14,11,4,22.380385,1,4,1
14,35,4,-14.111401,2,4,2
14,15,4,29.054912,4,4,0
14,17,4,19.699718,0,4,1
14,18,4,9.320468,1,4,2
14,19,4,52.340474,2,4,3
14,20,4,25.355926,4,4,4
14,117,4,-6.261719,3,4,3
14,25,4,25.512054,0,4,0
14,27,4,22.560513,1,4,4
14,28,4,3.840265,2,4,1
14,31,4,6.873562,4,4,0
22,1,4,5.065807,0,3,0
22,2,4,-9.763161,1,3,1
22,3,4,25.58003,2,3,2
22,4,4,-6.762729,3,3,3
22,7,4,29.386501,4,3,4
22,9,4,6.096081,0,3,0
22,11,4,3.273065,1,3,1
22,35,4,-6.718757,2,3,2
22,116,4,10.667335,3,3,3
22,14,4,3.273731,4,3,4
22,15,4,-6.072998,0,3,0
22,17,4,4.540968,1,3,1
22,18,4,-2.737297,2,3,2
22,19,4,46.256365,4,3,3
22,20,4,9.53088,0,3,4
22,25,4,-15.34728,1,3,0
22,28,4,7.08983,2,3,1
22,29,4,13.59884,4,3,2
22,30,4,-30.51532,0,3,3
22,34,4,6.520263,1,3,4
23,1,4,12.990671,2,4,0
23,2,4,-7.479607,4,4,1
23,3,4,9.464035,0,4,2
23,4,4,-2.606168,3,4,3
23,7,4,10.590228,1,4,4
23,9,4,-2.835743,2,4,0
23,11,4,1.47454,4,4,1
23,35,4,-0.7153,0,4,2
23,116,4,-5.735812,3,4,3
23,14,4,-5.49464,1,4,4
23,15,4,-9.260611,2,4,0
23,17,4,7.894259,4,4,1
23,18,4,-8.815879,0,4,2
23,19,4,14.81466,1,4,3
23,20,4,7.854112,2,4,4
23,25,4,19.243776,4,4,0
23,28,4,-9.62889,0,4,1
23,29,4,2.763982,1,4,2
23,30,4,-9.552468,2,4,3
23,34,4,-2.936337,4,4,4
24,1,4,12.706871,0,0,0
24,2,4,6.426164,1,0,1
24,3,4,9.65625,2,0,2
24,4,4,-20.753788,3,0,3
24,7,4,14.314479,4,0,4
24,9,4,4.158227,0,0,0
24,11,4,-75.439204,1,0,1
24,35,4,-26.952214,2,0,2
24,116,4,-45.994366,3,0,3
24,14,4,7.360881,4,0,4
24,15,4,-3.472998,0,0,0
24,17,4,8.684703,1,0,1
24,18,4,-22.434648,2,0,2
24,19,4,16.832952,4,0,3
24,20,4,9.777049,0,0,4
24,25,4,13.084214,1,0,0
24,28,4,-67.219598,2,0,1
24,29,4,1.30613,4,0,2
24,30,4,8.156563,0,0,3
24,34,4,3.286037,1,0,4
15,1,4,-6.531026,2,0,0
15,3,4,20.285236,4,0,2
15,4,4,-25.80878,3,0,3
15,7,4,11.220506,0,0,4
15,9,4,-9.48777,1,0,0
15,11,4,10.65187,2,0,1
15,35,4,-39.283093,4,0,2
15,19,4,28.404886,0,0,3
15,20,4,5.218176,1,0,4
15,117,4,-32.981761,3,0,3
15,25,4,-5.184323,2,0,0
15,27,4,-0.287442,4,0,4
15,28,4,-9.054622,0,0,1
15,31,4,-4.25075,1,0,0
16,0,4,-7.71889,2,0,2
16,1,4,-3.4948,4,0,0
16,2,4,6.360905,0,0,1
16,3,4,27.900019,1,0,2
16,4,4,-8.640411,3,0,3
16,5,4,8.524182,2,0,1
16,6,4,3.382332,4,0,2
16,7,4,50.195692,0,0,4
16,8,4,-22.674807,3,0,3
16,9,4,13.588819,1,0,0
16,10,4,22.682158,2,0,4
16,11,4,5.907554,4,0,1
16,12,4,7.902333,0,0,0
16,35,4,10.351381,1,0,2
16,13,4,8.568909,2,0,1
16,116,4,12.775358,3,0,3
16,14,4,19.212762,4,0,4
16,22,4,-18.217123,0,0,3
16,23,4,3.812001,1,0,4
16,24,4,2.096572,2,0,0
16,15,4,6.789193,4,0,0
16,17,4,13.744021,0,0,1
16,18,4,5.916454,1,0,2
16,19,4,31.27795,2,0,3
16,20,4,12.626912,4,0,4
16,21,4,8.931768,0,0,1
16,117,4,2.281339,3,0,3
16,26,4,16.427514,1,0,1
16,25,4,-1.431525,2,0,0
16,27,4,-8.409556,4,0,4
16,28,4,2.608624,0,0,1
16,29,4,-4.757423,1,0,2
16,30,4,-29.401365,2,0,3
16,31,4,5.466871,4,0,0
16,32,4,6.968446,0,0,2
16,33,4,-13.270389,1,0,2
16,34,4,34.243753,2,0,4
17,1,4,-10.423059,4,1,0
17,3,4,9.308679,0,1,2
17,4,4,2.910124,3,1,3
17,7,4,33.78314,1,1,4
17,9,4,-13.266428,2,1,0
17,11,4,9.450577,4,1,1
17,35,4,3.247047,0,1,2
17,15,4,10.124742,1,1,0
17,19,4,57.064784,2,1,3
17,20,4,-4.385681,4,1,4
17,117,4,-0.953767,3,1,3
17,25,4,3.545277,0,1,0
17,27,4,23.980995,1,1,4
17,28,4,3.613832,2,1,1
17,31,4,32.715772,4,1,0
18,1,4,24.504294,0,2,0
18,3,4,19.16194,1,2,2
18,4,4,-15.128354,3,2,3
18,7,4,33.395024,2,2,4
18,9,4,-0.412779,4,2,0
18,11,4,-2.392588,0,2,1
18,35,4,4.191314,1,2,2
18,15,4,-4.826767,2,2,0
18,17,4,12.515431,4,2,1
18,19,4,25.983493,0,2,3
18,20,4,16.780262,1,2,4
18,117,4,-13.546509,3,2,3
18,25,4,6.448919,2,2,0
18,27,4,-34.451978,4,2,4
18,28,4,-7.079908,0,2,1
18,31,4,5.837898,1,2,0
19,3,4,88.178969,2,3,2
19,9,4,21.946676,4,3,0
19,35,4,37.523606,0,3,2
19,20,4,30.061925,1,3,4
19,117,4,1.540565,3,3,3
19,27,4,37.907754,2,3,4
19,28,4,14.532003,4,3,1
19,31,4,16.153331,0,3,0
21,0,4,-8.735216,1,1,2
21,1,4,14.392322,2,1,0
21,2,4,-11.405336,4,1,1
21,3,4,8.52227,0,1,2
21,4,4,-5.772176,3,1,3
21,5,4,-15.273844,1,1,1
21,6,4,5.023871,2,1,2
21,7,4,36.852132,4,1,4
21,8,4,2.036343,3,1,3
21,9,4,-12.600996,0,1,0
21,10,4,-14.945233,1,1,4
21,11,4,3.290805,2,1,1
21,12,4,-2.28943,4,1,0
21,35,4,9.365622,0,1,2
21,13,4,9.010903,1,1,1
21,116,4,-1.206078,3,1,3
21,14,4,3.232924,2,1,4
21,22,4,8.212684,4,1,3
21,23,4,-2.184991,0,1,4
21,24,4,-5.982132,1,1,0
21,15,4,-3.142079,2,1,0
21,17,4,3.18916,4,1,1
21,18,4,-15.890777,0,1,2
21,19,4,20.6418,1,1,3
21,20,4,6.843934,2,1,4
21,117,4,-37.009593,3,1,3
21,26,4,0.158588,4,1,1
21,25,4,12.01006,0,1,0
21,27,4,11.607957,1,1,4
21,28,4,4.275509,2,1,1
21,29,4,8.09118,4,1,2
21,30,4,-26.009543,0,1,3
21,31,4,18.602822,1,1,0
21,32,4,6.146134,2,1,2
21,33,4,-17.356018,4,1,2
21,34,4,0.003893,0,1,4
117,9,4,-13.417112,3,3,0
117,20,4,6.517719,3,3,4
117,28,4,-20.073393,3,3,1
26,1,4,-22.918899,1,1,0
26,2,4,9.899582,2,1,1
26,3,4,-30.760383,4,1,2
26,4,4,-68.689152,3,1,3
26,7,4,15.510126,0,1,4
26,9,4,2.341739,1,1,0
26,11,4,-6.656996,2,1,1
26,35,4,-83.06638,4,1,2
26,116,4,-40.670267,3,1,3
26,14,4,9.367058,0,1,4
26,15,4,4.797911,1,1,0
26,17,4,-20.749506,2,1,1
26,18,4,14.048251,4,1,2
26,19,4,32.275197,0,1,3
26,20,4,-17.673966,1,1,4
26,25,4,-21.750619,2,1,0
26,28,4,-15.624521,4,1,1
26,29,4,-17.874375,0,1,2
26,30,4,-25.89946,1,1,3
26,34,4,-0.01379,2,1,4
25,1,4,2.424194,4,0,0
25,3,4,37.853324,0,0,2
25,4,4,6.227954,3,0,3
25,7,4,32.149327,1,0,4
25,9,4,10.836427,2,0,0
25,35,4,4.767824,4,0,2
25,19,4,67.836576,0,0,3
25,20,4,16.301919,1,0,4
25,117,4,4.732358,3,0,3
25,27,4,10.209478,2,0,4
25,28,4,14.682891,4,0,1
25,31,4,-2.346933,0,0,0
27,9,4,-11.748122,1,4,0
27,20,4,12.023036,2,4,4
27,28,4,2.797103,4,4,1
28,9,4,-8.386775,0,1,0
28,20,4,-6.215265,1,1,4
29,1,4,14.730633,2,2,0
29,2,4,-7.796098,4,2,1
29,3,4,11.721352,0,2,2
29,4,4,-1.282865,3,2,3
29,7,4,12.198672,1,2,4
29,9,4,9.928609,2,2,0
29,11,4,9.752253,4,2,1
29,35,4,4.704106,0,2,2
29,14,4,22.74418,1,2,4
29,15,4,1.591496,2,2,0
29,17,4,0.959145,4,2,1
29,18,4,-6.14896,0,2,2
29,19,4,21.234632,1,2,3
29,20,4,0.829514,2,2,4
29,117,4,-9.780902,3,2,3
29,25,4,17.238642,4,2,0
29,27,4,13.864014,0,2,4
29,28,4,-3.574109,1,2,1
29,30,4,-5.509028,2,2,3
29,31,4,2.194702,4,2,0
30,1,4,7.75755,0,3,0
30,2,4,-29.467942,1,3,1
30,3,4,13.044859,2,3,2
30,4,4,-30.193028,3,3,3
30,7,4,1.742197,4,3,4
30,9,4,-3.361039,0,3,0
30,11,4,-18.333406,1,3,1
30,35,4,-14.36055,2,3,2
30,14,4,-2.354514,4,3,4
30,15,4,-17.151576,0,3,0
30,17,4,113.511628,1,3,1
30,18,4,-17.153458,2,3,2
30,19,4,59.331133,4,3,3
30,20,4,9.331655,0,3,4
30,117,4,-10.27981,3,3,3
30,25,4,-45.778802,1,3,0
30,27,4,-36.393023,2,3,4
30,28,4,-4.214873,4,3,1
30,31,4,1.398052,0,3,0
31,3,4,2.726891,1,0,2
31,9,4,-4.597923,2,0,0
31,20,4,9.28613,4,0,4
31,28,4,-4.322939,0,0,1
32,1,4,-7.322745,1,2,0
32,2,4,-10.069642,2,2,1
32,3,4,13.943611,4,2,2
32,4,4,-28.556736,3,2,3
32,7,4,27.443918,0,2,4
32,9,4,-8.267184,1,2,0
32,11,4,44.585477,2,2,1
32,35,4,-31.9717,4,2,2
32,116,4,31.141427,3,2,3
32,14,4,2.829645,0,2,4
32,15,4,-17.237308,1,2,0
32,17,4,15.530453,2,2,1
32,18,4,16.513712,4,2,2
32,19,4,49.929678,0,2,3
32,20,4,3.125669,1,2,4
32,25,4,-0.842035,2,2,0
32,28,4,20.634551,4,2,1
32,29,4,7.585884,0,2,2
32,30,4,-51.034243,1,2,3
32,34,4,1.59291,2,2,4
33,1,4,-6.512095,4,2,0
33,2,4,-3.558588,0,2,1
33,3,4,-2.040874,1,2,2
33,4,4,-50.831366,3,2,3
33,7,4,16.066784,2,2,4
33,9,4,-13.588381,4,2,0
33,11,4,5.385587,0,2,1
33,35,4,-64.433271,1,2,2
33,14,4,15.140812,2,2,4
33,15,4,-3.144719,4,2,0
33,17,4,-4.687706,0,2,1
33,18,4,-13.650312,1,2,2
33,19,4,18.409372,2,2,3
33,20,4,11.227267,4,2,4
33,25,4,-32.297313,0,2,0
33,28,4,-9.761205,1,2,1
33,29,4,-1.719933,2,2,2
33,30,4,-28.04388,4,2,3
33,34,4,-0.103717,0,2,4
34,1,4,15.101946,1,4,0
34,2,4,0.392189,2,4,1
34,3,4,19.007915,4,4,2
34,4,4,14.799419,3,4,3
34,7,4,49.729763,0,4,4
34,9,4,-21.461076,1,4,0
34,11,4,14.399758,2,4,1
34,35,4,-13.800989,4,4,2
34,13,4,-5.159177,0,4,1
34,14,4,12.597341,1,4,4
34,15,4,-3.020028,2,4,0
34,17,4,25.394299,4,4,1
34,18,4,0.110957,0,4,2
34,19,4,33.234796,1,4,3
34,20,4,8.293803,2,4,4
34,117,4,-4.48364,3,4,3
34,25,4,18.473759,4,4,0
34,27,4,13.980472,0,4,4
34,28,4,-6.898154,1,4,1
34,29,4,-6.256208,2,4,2
34,30,4,5.007421,4,4,3
34,31,4,6.457405,0,4,0
0,1,57,2.157004,1,2,0
0,2,57,-2.061161,2,2,1
0,3,57,16.462849,4,2,2
0,4,57,-2.997533,3,2,3
0,7,57,3.446812,0,2,4
0,9,57,0.007355,1,2,0
0,11,57,-3.015273,2,2,1
0,35,57,2.330577,4,2,2
0,116,57,2.496733,3,2,3
0,14,57,-9.537311,0,2,4
0,15,57,26.864775,1,2,0
0,17,57,-3.723997,2,2,1
0,18,57,3.71955,4,2,2
0,19,57,11.18821,0,2,3
0,20,57,-1.20877,1,2,4
0,25,57,-6.345032,2,2,0
0,28,57,-5.046284,4,2,1
0,29,57,7.229488,0,2,2
0,30,57,-32.035515,1,2,3
0,34,57,-4.343385,2,2,4
1,3,57,29.124563,4,0,2
1,9,57,16.029308,0,0,0
1,35,57,15.32356,1,0,2
1,19,57,41.59951,2,0,3
1,20,57,1.344063,4,0,4
1,117,57,5.971495,3,0,3
1,27,57,8.552068,0,0,4
1,28,57,4.111859,1,0,1
1,31,57,9.915245,2,0,0
2,1,57,4.567025,4,1,0
2,3,57,21.916275,0,1,2
2,4,57,-2.97611,3,1,3
2,7,57,35.728866,1,1,4
2,9,57,-2.589509,2,1,0
2,11,57,14.65296,4,1,1
2,35,57,3.179449,0,1,2
2,14,57,9.08497,1,1,4
2,15,57,27.624492,2,1,0
2,17,57,4.705907,4,1,1
2,18,57,8.242274,0,1,2
2,19,57,32.905025,1,1,3
2,20,57,18.147207,2,1,4
2,117,57,-7.599388,3,1,3
2,25,57,13.305719,4,1,0
2,27,57,7.329159,0,1,4
2,28,57,2.612415,1,1,1
2,31,57,11.78791,2,1,0
3,9,57,11.721422,4,2,0
3,20,57,13.3216,0,2,4
3,117,57,25.769913,3,2,3
3,27,57,30.146802,1,2,4
3,28,57,2.619655,2,2,1
4,1,57,19.047398,3,3,0
4,3,57,12.373925,3,3,2
4,7,57,28.202525,3,3,4
4,9,57,-3.15566,3,3,0
4,35,57,-13.389452,3,3,2
4,19,57,34.403816,3,3,3
4,20,57,-0.913838,3,3,4
4,117,57,3.331417,3,3,3
4,27,57,8.1617,3,3,4
4,28,57,-5.81851,3,3,1
4,31,57,7.565815,3,3,0
5,1,57,12.805431,4,1,0
5,2,57,10.656964,0,1,1
5,3,57,28.418492,1,1,2
5,4,57,17.553578,3,1,3
5,7,57,11.06709,2,1,4
5,9,57,-12.705275,4,1,0
5,11,57,16.25054,0,1,1
5,35,57,-6.14809,1,1,2
5,116,57,-8.643088,3,1,3
5,14,57,8.812534,2,1,4
5,15,57,7.181664,4,1,0
5,17,57,17.357018,0,1,1
5,18,57,8.940093,1,1,2
5,19,57,51.64067,2,1,3
5,20,57,19.392441,4,1,4
5,25,57,18.843761,0,1,0
5,28,57,-9.066177,1,1,1
5,29,57,11.044177,2,1,2
5,30,57,2.091516,4,1,3
5,34,57,8.144448,0,1,4
6,1,57,-10.632011,1,2,0
6,2,57,1.106845,2,2,1
6,3,57,17.76685,4,2,2
6,4,57,-15.405327,3,2,3
6,7,57,-4.988168,0,2,4
6,9,57,-12.264233,1,2,0
6,11,57,-6.373246,2,2,1
6,35,57,9.615747,4,2,2
6,116,57,-12.252714,3,2,3
6,14,57,-7.465816,0,2,4
6,15,57,29.775147,1,2,0
6,17,57,1.795154,2,2,1
6,18,57,8.109911,4,2,2
6,19,57,45.36507,0,2,3
6,20,57,-18.720818,1,2,4
6,25,57,24.963055,2,2,0
6,28,57,-0.771353,4,2,1
6,29,57,9.770602,0,2,2
6,30,57,-28.162248,1,2,3
6,34,57,18.590061,2,2,4
7,1,57,8.050422,4,4,0
7,3,57,36.774485,0,4,2
7,9,57,17.217506,1,4,0
7,35,57,17.99809,2,4,2
7,19,57,50.601571,4,4,3
7,20,57,38.42459,0,4,4
7,117,57,-3.179127,3,4,3
7,27,57,20.610776,1,4,4
7,28,57,3.052123,2,4,1
7,31,57,24.713684,4,4,0
8,1,57,6.408394,3,3,0
8,2,57,25.645322,3,3,1
8,3,57,41.310875,3,3,2
8,4,57,14.345119,3,3,3
8,7,57,49.298228,3,3,4
8,9,57,8.209096,3,3,0
8,11,57,13.313864,3,3,1
8,35,57,16.830259,3,3,2
8,116,57,16.438142,3,3,3
8,14,57,8.319961,3,3,4
8,15,57,57.019836,3,3,0
8,17,57,21.921882,3,3,1
8,18,57,32.124191,3,3,2
8,19,57,65.489046,3,3,3
8,20,57,33.741833,3,3,4
8,25,57,-0.781637,3,3,0
8,28,57,7.102119,3,3,1
8,29,57,22.518318,3,3,2
8,30,57,-6.504553,3,3,3
8,34,57,4.880187,3,3,4
9,20,57,0.508516,0,0,4
10,1,57,-2.153656,1,4,0
10,2,57,0.021358,2,4,1
10,3,57,11.35202,4,4,2
10,4,57,-5.242772,3,4,3
10,7,57,29.522358,0,4,4
10,9,57,-2.573866,1,4,0
10,11,57,4.381138,2,4,1
10,35,57,-13.100038,4,4,2
10,116,57,-7.261283,3,4,3
10,14,57,0.146401,0,4,4
10,15,57,29.005476,1,4,0
10,17,57,-4.806152,2,4,1
10,18,57,-10.053567,4,4,2
10,19,57,29.965098,0,4,3
10,20,57,-7.506914,1,4,4
10,25,57,3.170509,2,4,0
10,28,57,-8.141779,4,4,1
10,29,57,0.015693,0,4,2
10,30,57,-17.732146,1,4,3
10,34,57,-7.140547,2,4,4
11,1,57,-2.182881,4,1,0
11,3,57,31.231058,0,1,2
11,4,57,8.452685,3,1,3
11,7,57,-4.168161,1,1,4
11,9,57,0.950484,2,1,0
11,35,57,8.393089,4,1,2
11,19,57,46.755829,0,1,3
11,20,57,-3.593734,1,1,4
11,117,57,-1.943764,3,1,3
11,25,57,-3.623376,2,1,0
11,27,57,20.16679,4,1,4
11,28,57,4.649033,0,1,1
11,31,57,27.573954,1,1,0
12,1,57,6.665523,2,0,0
12,2,57,24.468342,4,0,1
12,3,57,24.923345,0,0,2
12,4,57,10.856969,3,0,3
12,7,57,26.271366,1,0,4
12,9,57,7.190779,2,0,0
12,11,57,21.829286,4,0,1
12,35,57,13.315863,0,0,2
12,14,57,6.906464,1,0,4
12,15,57,60.243101,2,0,0
12,17,57,12.03162,4,0,1
12,18,57,4.188931,0,0,2
12,19,57,47.413026,1,0,3
12,20,57,19.856321,2,0,4
12,25,57,7.921502,4,0,0
12,28,57,5.511474,0,0,1
12,29,57,17.608169,1,0,2
12,30,57,1.423009,2,0,3
12,34,57,14.142039,4,0,4
35,3,57,8.923063,0,2,2
35,9,57,2.606781,1,2,0
35,20,57,-2.268467,2,2,4
35,117,57,3.401961,3,2,3
35,27,57,5.690982,4,2,4
35,28,57,-4.067597,0,2,1
35,31,57,17.599018,1,2,0
13,1,57,10.522727,2,1,0
13,2,57,2.628752,4,1,1
13,3,57,15.10787,0,1,2
13,4,57,-1.890656,3,1,3
13,7,57,14.136441,1,1,4
13,9,57,2.908765,2,1,0
13,11,57,10.283542,4,1,1
13,35,57,-4.756494,0,1,2
13,14,57,1.380724,1,1,4
13,15,57,28.68308,2,1,0
13,17,57,2.957658,4,1,1
13,18,57,3.614519,0,1,2
13,19,57,25.395315,1,1,3
13,20,57,3.739645,2,1,4
13,25,57,13.452144,4,1,0
13,28,57,-0.330984,0,1,1
13,29,57,4.235396,1,1,2
13,30,57,-7.047884,2,1,3
116,1,57,-0.626628,3,3,0
116,2,57,1.722772,3,3,1
116,3,57,24.545916,3,3,2
116,4,57,1.019618,3,3,3
116,7,57,3.875082,3,3,4
