drug_idx,cell_line_idx,ri,fold
1829,24,40.154,1
1829,150,24.764,1
1829,88,10.301583,1
1829,172,53.307,1
1829,3,4.529,1
282,166,24.803677,1
282,136,1.718781,1
282,163,8.374376,1
282,90,22.88414,1
282,80,3.525972,1
282,66,1.585107,1
282,108,8.913318,1
282,45,3.691461,1
282,11,3.725586,1
282,40,13.831908,1
282,95,8.470557,1
282,131,7.704578,1
282,92,5.571255,1
282,107,1.352613,1
282,54,4.414936,1
282,20,18.313749,1
282,118,6.131936,1
282,115,4.356982,1
282,75,12.317569,1
282,161,3.41998,1
282,64,5.958939,1
282,21,6.771461,1
282,99,7.395621,1
282,141,2.781108,1
282,72,4.247355,1
282,78,11.728543,1
282,156,6.758369,1
282,28,8.639724,1
282,169,32.264037,1
282,165,12.232455,1
282,87,10.600371,1
282,114,9.853126,1
282,29,8.517472,1
282,17,18.354691,1
282,117,20.749632,1
282,63,1.811107,1
282,15,7.001851,1
282,35,6.911232,1
282,84,10.738276,1
282,18,5.080003,1
282,127,13.102513,1
282,147,9.596042,1
282,102,7.828028,1
282,43,4.292666,1
282,121,3.500657,1
282,171,6.23285,1
1790,168,8.622545,3
1790,159,15.503818,3
1790,46,1.233273,3
1790,31,84.993133,3
1790,115,9.4703,3
1790,106,14.8485,3
1790,158,6.369,3
1790,101,-17.890909,3
1790,60,-7.6765,3
1790,24,-0.846978,3
1790,57,7.3244,3
1790,85,7.211727,3
1790,18,5.9533,3
1790,96,-0.9204,3
1790,82,3.071636,3
1790,172,56.414,3
1816,172,16.889,3
1816,148,30.540127,3
1816,24,13.086,3
1816,31,12.007363,3
1816,97,14.169945,3
1806,97,26.920357,4
1806,31,47.872972,4
1806,106,5.976278,4
1806,164,10.993061,4
1806,24,-27.816,4
1806,148,73.56988,4
1806,172,-0.332,4
1806,158,4.957222,4
1842,172,14.731,0
1842,148,43.010301,0
1842,24,3.604,0
1842,31,29.922432,0
1842,97,14.669842,0
2090,8,0.17775,3
2090,38,-2.39375,3
2090,35,-0.02525,3
2090,24,-10.281,3
2090,53,-1.127375,3
2090,132,-7.305875,3
2090,147,5.417625,3
2090,142,2.98325,3
2090,159,0.19975,3
2090,16,0.976875,3
2090,104,-0.479,3
2090,123,2.542625,3
2090,94,-1.769125,3
2090,124,-0.02175,3
2090,128,6.2495,3
2090,172,0.847,3
2090,165,2.187375,3
2090,145,-3.80825,3
2090,77,0.06325,3
2090,139,19.2295,3
2090,96,6.427875,3
2090,30,10.372875,3
2090,34,-8.647125,3
2090,48,1.414,3
2090,10,2.396875,3
3106,97,27.075791,1
3106,52,28.006855,1
3106,64,23.962261,1
3106,161,-14.977748,1
3106,100,30.814248,1
3106,131,40.448172,1
3106,95,17.868858,1
3106,49,23.690476,1
3106,103,-59.166999,1
3106,92,-17.62611,1
3106,171,27.643599,1
3106,110,15.582801,1
3106,59,9.70623,1
3106,146,18.50315,1
3106,130,25.455883,1
3106,170,35.424432,1
3106,148,-22.661191,1
3106,162,-30.684705,1
3106,2,46.629207,1
3106,144,30.35836,1
284,45,-2.090037,2
284,108,2.745343,2
284,21,0.490688,2
284,136,-0.760423,2
284,80,-1.783507,2
284,90,-1.168959,2
284,163,-0.05125,2
284,11,-0.101163,2
284,66,0.022116,2
284,40,0.300087,2
284,54,0.93772,2
284,131,-1.056696,2
284,92,-1.597354,2
284,107,-1.146947,2
284,20,-0.667865,2
284,118,-2.441131,2
284,115,0.440933,2
284,75,0.519442,2
284,161,-0.702082,2
284,64,0.572093,2
284,166,-0.331467,2
284,95,1.443091,2
284,99,-0.271777,2
284,102,-1.878826,2
284,72,-0.698243,2
284,78,0.791028,2
284,156,3.118384,2
284,169,-1.945304,2
284,165,-0.315613,2
284,87,-1.111072,2
284,63,-0.944066,2
284,29,-0.925051,2
284,17,-0.434856,2
284,117,-0.328319,2
284,28,-1.822821,2
284,35,-0.253907,2
284,141,0.32418,2
284,147,-0.037322,2
284,84,1.233338,2
284,18,-1.209934,2
284,114,-0.808789,2
284,171,0.304179,2
284,43,-1.407065,2
284,121,0.115278,2
284,15,-3.620442,2
284,127,-0.908431,2
2106,164,38.794027,4
2106,74,40.4565,4
2106,106,43.465,4
2106,68,38.018667,4
2106,158,25.741,4
2106,3,5.457,4
2106,150,-6.047,4
2106,172,84.232,4
2106,24,30.201,4
2106,88,20.866,4
3098,47,39.9392,4
3098,118,59.0997,4
3098,1,47.2866,4
3098,143,48.385,4
3098,76,41.6239,4
3098,25,-2.8435,4
3098,56,59.7422,4
3098,15,9.825,4
3098,17,14.9829,4
3098,151,18.971,4
3098,154,59.834667,4
3098,36,47.561875,4
2378,97,18.592004,2
2378,64,-12.247747,2
2378,161,-47.360354,2
2378,100,8.506395,2
2378,92,22.959725,2
2378,131,25.880056,2
2378,95,-60.893597,2
2378,49,-2.643761,2
2378,103,25.282298,2
2378,144,-52.321266,2
2378,52,-39.081588,2
2378,24,-18.13,2
2378,110,4.590871,2
2378,59,-27.389781,2
2378,146,-7.719208,2
2378,130,1.850711,2
2378,170,16.63625,2
2378,148,32.414714,2
2378,162,38.94182,2
2378,2,54.825896,2
2378,172,-2.961,2
2378,171,20.162165,2
322,52,10.24919,2
322,49,18.328098,2
322,95,16.814481,2
322,131,-11.284599,2
322,103,-18.397315,2
322,31,29.652318,2
322,161,29.12927,2
322,64,14.228266,2
322,97,39.065925,2
322,92,20.230636,2
322,144,11.058121,2
322,100,28.370439,2
322,24,11.838,2
322,172,-5.574,2
322,2,30.707942,2
322,162,13.842944,2
322,148,21.516279,2
322,171,35.603587,2
322,130,2.246548,2
322,146,21.929527,2
322,59,-4.894685,2
322,110,18.505908,2
322,170,-1.146137,2
58,54,1.215167,1
58,163,4.870606,1
58,90,6.857194,1
58,80,5.960404,1
58,66,5.858423,1
58,108,29.290616,1
58,45,9.877085,1
58,11,11.432507,1
58,40,18.126032,1
58,95,8.538617,1
58,107,4.699742,1
58,92,5.244205,1
58,166,18.682406,1
58,20,44.525519,1
58,118,22.287963,1
58,115,12.549461,1
58,75,19.830313,1
58,161,1.756618,1
58,64,6.95561,1
58,21,6.407181,1
58,131,9.050648,1
58,99,7.379544,1
58,136,3.473995,1
58,72,8.037435,1
58,78,7.235477,1
58,156,11.337743,1
58,28,18.310638,1
58,169,21.384192,1
58,165,14.231796,1
58,87,20.40067,1
58,114,22.667102,1
58,29,2.486502,1
58,17,23.629138,1
58,117,6.015434,1
58,141,13.001451,1
58,63,2.562025,1
58,15,16.833653,1
58,121,14.601335,1
58,43,18.868843,1
58,102,12.580885,1
58,171,20.757017,1
58,127,3.607167,1
58,18,16.616378,1
58,84,8.330217,1
58,147,6.932979,1
58,35,10.384612,1
1137,49,39.702792,0
1137,95,-22.568332,0
1137,131,16.022159,0
1137,92,22.512317,0
1137,97,-32.545897,0
1137,31,-13.270935,0
1137,161,7.060434,0
1137,64,16.939511,0
1137,52,-76.874085,0
1137,100,-2.30825,0
1137,103,-25.803442,0
1137,172,-1.026,0
1137,171,22.336128,0
1137,24,19.201,0
1137,110,-57.984614,0
1137,59,10.750296,0
1137,146,19.054137,0
1137,130,9.854114,0
1137,170,29.999644,0
1137,148,30.027016,0
1137,162,15.115681,0
1137,2,55.43319,0
1137,144,34.385047,0
3093,99,52.10275,4
3093,133,31.21125,4
3093,113,26.6085,4
3093,152,62.1325,4
3093,86,46.749,4
3093,6,51.179,4
3093,125,48.9825,4
3093,19,33.448,4
3093,7,59.26425,4
3093,109,44.2115,4
3093,155,29.73075,4
3093,72,40.79675,4
3093,129,55.69925,4
3093,38,48.896,4
3093,112,37.2535,4
3093,105,18.07675,4
3093,119,82.918611,4
3093,5,65.769,4
3093,41,73.354,4
3093,149,61.708611,4
3093,70,54.01325,4
3093,115,53.811,4
3093,69,46.8685,4
3093,134,71.5445,4
3093,62,51.508722,4
3093,27,59.058278,4
3093,91,41.658,4
3093,166,35.255,4
3093,126,48.58525,4
3093,60,36.225,4
3093,157,31.96375,4
3093,22,67.064389,4
3093,28,31.29175,4
3093,93,89.557556,4
3093,139,58.532,4
3093,82,47.033,4
3093,96,51.928,4
3093,33,36.05725,4
3093,9,19.35375,4
3093,79,45.9555,4
3093,73,37.4315,4
3093,124,54.683,4
3093,116,49.312,4
3093,23,1.59,4
3093,67,46.403722,4
3093,94,68.194,4
3093,147,82.027,4
3093,81,86.169,4
3093,37,63.521,4
3093,168,55.742,4
3093,53,71.707,4
3093,104,55.146,4
3093,44,72.747111,4
3093,57,69.142,4
3093,50,62.386056,4
3093,61,49.466556,4
3093,18,67.594,4
1843,172,-5.255,1
1843,24,-0.181,1
1843,158,-0.94935,1
1843,106,4.2223,1
1843,31,27.174347,1
1991,64,3.823385,0
1991,118,5.667484,0
1991,147,7.534521,0
1991,11,1.696969,0
1991,156,4.402104,0
1991,172,0.699,0
1991,12,12.051629,0
2156,97,6.863859,1
2156,64,27.680004,1
2156,161,-14.803528,1
2156,100,-39.086066,1
2156,92,-67.230595,1
2156,131,15.072538,1
2156,49,20.843311,1
2156,52,40.098673,1
2156,103,32.382408,1
2156,144,7.964911,1
2156,95,55.909827,1
2156,24,41.113,1
2156,110,18.878097,1
2156,59,11.518546,1
2156,146,13.85906,1
2156,130,12.422985,1
2156,170,17.780109,1
2156,148,-3.784539,1
2156,162,3.576376,1
2156,2,52.890586,1
2156,172,-5.721,1
2156,171,-17.956039,1
3101,125,43.235875,4
3101,72,40.812875,4
3101,86,29.084625,4
3101,152,57.513,4
3101,113,27.749625,4
3101,105,3.954125,4
3101,99,50.086875,4
3101,129,17.948125,4
3101,166,38.243,4
3101,112,10.901625,4
3101,19,16.47125,4
3101,133,25.420375,4
3101,70,46.827125,4
3101,7,43.37225,4
3101,6,37.85825,4
3101,109,36.49675,4
3101,33,20.104125,4
3101,9,13.943875,4
3101,79,29.8545,4
3101,23,37.497375,4
3101,28,16.65625,4
3101,73,39.236375,4
3101,126,6.675125,4
3101,91,24.92975,4
3101,155,30.359875,4
3101,157,38.20425,4
25,11,11.618712,0
25,137,21.504,0
25,166,30.2495,0
25,112,-2.469,0
25,173,3.865,0
25,153,40.261,0
25,80,11.591,0
25,98,9.844,0
25,25,18.156,0
25,107,8.3215,0
25,115,2.0935,0
25,58,45.219,0
25,118,59.201025,0
25,1,42.4105,0
25,13,6.559,0
25,31,9.43383,0
25,64,58.636567,0
25,83,12.5875,0
25,83,9.393,0
25,167,-1.066,0
25,159,27.1595,0
25,100,63.0535,0
25,114,11.7645,0
25,52,35.5135,0
25,94,14.171,0
25,172,20.007,0
25,162,13.386,0
25,122,25.812,0
25,148,52.864,0
25,120,21.2215,0
25,156,26.164525,0
25,12,65.906328,0
25,39,19.7455,0
25,138,7.3165,0
25,4,-0.2695,0
25,89,1.536,0
25,17,22.027,0
25,147,18.873763,0
25,71,55.7845,0
25,51,29.655,0
25,3,-4.474667,0
25,24,15.636,0
25,160,6.873,0
25,15,57.817,0
25,14,49.5735,0
25,150,2.357,0
25,57,1.929,0
25,135,18.4055,0
3090,101,-25.414636,3
3090,159,-8.854727,3
3090,46,3.977,3
3090,115,37.9665,3
3090,168,11.655364,3
3090,57,0.6542,3
3090,85,55.360727,3
3090,60,6.4478,3
3090,96,1.9925,3
3090,82,27.311727,3
3090,18,30.459,3
280,91,1.91775,1
280,155,4.3865,1
280,6,-1.21525,1
280,109,15.6165,1
280,7,8.82125,1
280,19,-9.125,1
280,125,17.50325,1
280,72,16.66975,1
280,86,3.017,1
280,152,-2.5385,1
280,133,16.2095,1
280,99,15.12625,1
280,129,7.64825,1
280,166,17.298,1
280,112,7.25625,1
280,105,18.47175,1
280,5,13.003,1
280,41,1.404,1
280,70,12.00375,1
280,115,6.489,1
280,113,4.90925,1
280,126,20.49375,1
280,94,50.21,1
280,157,8.52525,1
280,73,21.8935,1
280,28,-2.0405,1
280,139,25.465,1
280,82,2.243,1
280,96,24.4,1
280,33,6.08675,1
280,79,14.0255,1
280,23,23.3335,1
280,124,2.316,1
280,60,5.019,1
280,9,4.3235,1
280,81,9.215,1
280,116,18.835,1
280,104,13.123,1
280,37,8.291,1
280,168,15.879,1
280,147,44.166,1
280,18,-1.867,1
280,57,12.881,1
280,38,51.055,1
280,53,20.545,1
1118,49,22.439875,1
1118,97,5.113402,1
1118,64,-36.303678,1
1118,161,19.70518,1
1118,31,7.544637,1
1118,100,17.33125,1
1118,92,-32.800838,1
1118,131,5.118995,1
1118,95,-8.037103,1
1118,52,-31.346181,1
1118,130,-58.832297,1
1118,144,9.434061,1
1118,171,-58.764708,1
1118,110,21.27925,1
1118,59,0.239861,1
1118,146,18.650231,1
1118,170,10.541371,1
1118,148,-46.726917,1
1118,162,-11.464617,1
1118,2,31.373293,1
1118,103,11.328678,1
1179,49,6.934207,3
1179,95,-16.327925,3
1179,131,44.783515,3
1179,92,35.256376,3
1179,64,-3.947406,3
1179,31,9.728484,3
1179,161,24.890849,3
1179,97,4.55947,3
1179,52,5.777575,3
1179,100,13.773249,3
1179,103,10.795661,3
1179,2,7.190415,3
1179,171,27.963977,3
1179,24,-3.064,3
1179,110,33.522791,3
1179,59,5.249467,3
1179,146,-21.23363,3
1179,130,37.486411,3
1179,170,-8.280017,3
1179,148,-20.637409,3
1179,162,-11.395005,3
1179,172,1.801,3
1179,144,11.77707,3
41,11,7.685925,2
41,45,9.635057,2
41,108,13.614805,2
41,136,4.772731,2
41,80,7.569731,2
41,90,-2.342933,2
41,163,9.341507,2
41,40,5.129118,2
41,66,6.918147,2
41,95,14.853664,2
41,115,2.500033,2
41,107,5.710539,2
41,54,4.286164,2
41,20,3.150406,2
41,118,-0.905101,2
41,31,-1.10969,2
41,75,1.708082,2
41,161,2.6541,2
41,64,1.045423,2
41,21,0.485973,2
41,166,7.431295,2
41,131,6.236945,2
41,99,4.833077,2
41,92,6.287409,2
41,72,3.457229,2
41,156,2.496267,2
41,28,4.233889,2
41,169,-0.480411,2
41,165,2.867,2
41,87,7.689161,2
41,63,5.739471,2
41,29,0.754695,2
41,17,0.887122,2
41,117,6.256155,2
41,114,3.676943,2
41,78,10.626778,2
41,35,6.234235,2
41,15,0.983892,2
41,121,3.073507,2
41,43,2.255752,2
41,102,3.231505,2
41,171,8.557982,2
41,127,7.774604,2
41,18,1.083117,2
41,84,4.64703,2
41,147,7.663898,2
41,141,7.270721,2
275,40,38.053794,1
275,45,29.686915,1
275,108,43.415379,1
275,136,13.360274,1
275,80,10.253405,1
275,90,21.935381,1
275,163,19.370993,1
275,95,6.56015,1
275,66,19.429618,1
275,131,12.976173,1
275,118,33.107272,1
275,107,16.154124,1
275,54,20.121185,1
275,20,47.244343,1
275,115,0.712877,1
275,75,26.15852,1
275,161,6.867255,1
275,64,16.873677,1
275,21,24.650818,1
275,166,12.539904,1
275,92,16.206609,1
275,99,12.562498,1
275,11,27.663515,1
275,72,2.727942,1
275,114,54.50171,1
275,78,12.55366,1
275,28,38.677285,1
275,169,24.469669,1
275,165,19.733243,1
275,87,9.172136,1
275,63,1.118712,1
275,29,29.850125,1
275,17,25.725514,1
275,117,22.504402,1
275,141,21.349601,1
275,156,21.523926,1
275,15,29.724728,1
275,35,25.326401,1
275,84,15.573059,1
275,18,19.103515,1
275,127,7.796912,1
275,147,28.439362,1
275,102,27.878787,1
275,43,20.069642,1
275,121,11.590674,1
275,171,31.702912,1
0,66,24.59234,2
0,11,28.202077,2
0,45,17.461622,2
0,52,21.45,2
0,108,69.639884,2
0,95,27.313742,2
0,25,30.336091,2
0,40,43.053949,2
0,136,35.138883,2
0,80,42.270569,2
0,90,28.180315,2
0,163,32.144365,2
0,153,9.047,2
0,173,19.291,2
0,112,36.727,2
0,166,32.424174,2
0,131,26.68734,2
0,137,62.98,2
0,98,47.5785,2
0,92,37.25241,2
0,115,23.87436,2
0,100,16.2495,2
0,13,15.214595,2
0,159,27.282,2
0,167,4.1105,2
0,83,22.239,2
0,83,25.002,2
0,21,26.017379,2
0,64,28.866255,2
0,161,9.629038,2
0,107,15.419242,2
0,75,32.336389,2
0,47,13.881667,2
0,1,30.520682,2
0,143,10.837,2
0,76,7.673667,2
0,118,24.587226,2
0,20,80.644423,2
0,54,14.215411,2
0,58,31.829,2
0,31,-21.929954,2
0,36,12.508,2
0,24,-7.642,2
0,114,52.729016,2
0,29,51.134026,2
0,51,17.1795,2
0,63,13.499665,2
0,4,19.095952,2
0,89,44.2605,2
0,39,12.559048,2
0,87,30.412353,2
0,165,25.020347,2
0,17,44.012167,2
0,169,43.771256,2
0,156,44.247724,2
0,120,25.762,2
0,148,4.240405,2
0,122,46.04,2
0,162,11.471024,2
0,172,0.54,2
0,78,33.122833,2
0,99,17.308982,2
0,28,52.705545,2
0,117,23.689474,2
0,138,28.477,2
0,35,22.832968,2
0,72,15.505115,2
0,135,33.059,2
0,94,29.6765,2
0,141,25.247731,2
0,84,19.766929,2
0,18,31.542269,2
0,127,22.888436,2
0,56,17.438667,2
0,171,37.723591,2
0,147,20.70434,2
0,160,31.767,2
0,57,22.5285,2
0,102,48.864935,2
0,43,37.775756,2
0,121,21.504962,2
0,15,39.790077,2
0,14,14.028,2
0,71,16.2705,2
44,119,22.008,2
44,0,1.623,2
44,68,7.775333,2
44,140,-2.968,2
44,41,8.757,2
44,149,20.244,2
44,164,5.402,2
44,31,-18.605281,2
44,74,6.529667,2
44,46,4.6403,2
44,112,22.641,2
44,159,7.130583,2
44,115,-0.0415,2
44,91,8.884,2
44,82,4.439636,2
44,101,-18.336909,2
44,168,-0.905182,2
44,145,13.375,2
44,96,1.1367,2
44,88,0.162667,2
44,60,-4.5288,2
44,23,13.589,2
44,65,-5.136,2
44,42,6.487,2
44,32,14.153,2
44,57,12.9935,2
44,18,6.0273,2
44,85,3.059091,2
1521,133,0.9295,1
1521,125,72.7255,1
1521,72,10.66925,1
1521,86,6.76675,1
1521,113,4.4165,1
1521,99,17.32,1
1521,31,25.72368,1
1521,166,15.78275,1
1521,112,14.89575,1
1521,105,-12.29925,1
1521,70,3.8105,1
1521,19,13.96975,1
1521,129,12.279,1
1521,7,90.29525,1
1521,152,68.2855,1
1521,6,82.39975,1
1521,172,3.15,1
1521,28,8.0095,1
1521,9,2.88575,1
1521,79,6.53725,1
1521,23,9.569,1
1521,24,-20.439,1
1521,33,2.28375,1
1521,73,22.48825,1
1521,109,48.4845,1
1521,126,86.543,1
1521,91,14.947,1
1521,155,16.552,1
1521,157,17.21,1
79,95,7.892417,2
79,136,1.080723,2
79,163,4.911007,2
79,90,2.896206,2
79,80,5.93903,2
79,66,10.610209,2
79,45,5.318957,2
79,11,5.207345,2
79,40,16.977792,2
79,131,0.931626,2
79,75,16.375821,2
79,107,1.349987,2
79,54,3.465153,2
79,20,54.857971,2
79,118,15.948033,2
79,115,14.922354,2
79,166,17.592088,2
79,161,2.141557,2
79,64,9.238962,2
79,21,7.572664,2
79,92,10.483952,2
79,99,22.933383,2
79,108,24.212689,2
79,72,-0.188015,2
79,78,15.763488,2
79,156,5.146629,2
79,28,15.267483,2
79,169,20.597537,2
79,165,9.309743,2
79,87,15.813224,2
79,63,2.913843,2
79,29,15.452266,2
79,17,22.826114,2
79,117,5.080927,2
79,141,20.504988,2
79,15,12.15341,2
79,121,12.003856,2
79,43,9.975793,2
79,102,14.711944,2
79,171,14.068785,2
79,127,8.274614,2
79,18,6.760946,2
79,84,6.891198,2
79,147,22.765456,2
79,35,0.599008,2
79,114,37.653544,2
3073,118,31.991815,0
3073,64,51.81409,0
3073,11,13.690219,0
3073,12,49.39158,0
3073,156,19.374649,0
3073,147,24.051243,0
82,166,14.84685,2
82,136,29.582765,2
82,163,14.910463,2
82,90,16.900787,2
82,80,32.809866,2
82,66,10.727199,2
82,108,24.608258,2
82,45,19.020746,2
82,11,20.876465,2
82,40,24.654987,2
82,21,3.810345,2
82,131,2.435333,2
82,107,19.565481,2
82,54,16.996453,2
82,20,33.058282,2
82,118,11.398956,2
82,115,5.007432,2
82,31,3.393921,2
82,75,20.599056,2
82,161,9.962816,2
82,64,17.980228,2
82,99,28.884435,2
82,92,11.106678,2
82,114,7.587409,2
82,95,2.226514,2
82,147,28.052887,2
82,72,16.209632,2
82,78,20.922037,2
82,172,5.872,2
82,156,3.338456,2
82,28,12.41373,2
82,169,10.223978,2
82,165,17.663048,2
82,63,1.421502,2
82,29,14.212874,2
82,17,23.487206,2
82,117,28.830866,2
82,87,23.288611,2
82,35,16.866363,2
82,15,14.6005,2
82,121,2.275103,2
82,43,31.180617,2
82,102,17.118595,2
82,24,3.798,2
82,171,31.22279,2
82,127,11.692179,2
82,18,19.615993,2
82,141,22.465008,2
82,84,27.964509,2
103,11,31.588165,1
103,108,34.293889,1
103,66,20.218005,1
103,166,34.114089,1
103,90,29.990192,1
103,163,36.361282,1
103,136,23.692039,1
103,40,28.431696,1
103,80,38.71701,1
103,95,9.230414,1
103,21,27.799621,1
103,92,17.926203,1
103,107,22.391771,1
103,54,10.57991,1
103,20,53.229496,1
103,118,14.03703,1
103,115,14.653376,1
103,75,23.583848,1
103,161,18.440512,1
103,64,24.765818,1
103,99,19.912351,1
103,131,7.163525,1
103,114,37.130138,1
103,45,17.466951,1
103,147,21.881778,1
103,72,13.553435,1
103,78,25.855609,1
103,156,8.970674,1
103,28,34.041443,1
103,169,32.686605,1
103,165,15.359268,1
103,87,30.82066,1
103,63,21.581326,1
103,29,36.409321,1
103,17,43.096557,1
103,117,33.629524,1
103,172,5.743,1
103,35,22.510648,1
103,141,11.678785,1
103,127,16.877585,1
103,171,55.730016,1
103,24,-7.423,1
103,18,29.232711,1
103,43,38.795755,1
103,121,19.007891,1
103,15,36.995771,1
103,102,29.979226,1
103,84,17.299174,1
27,40,28.338314,4
27,98,46.2985,4
27,11,20.053285,4
27,45,26.669314,4
27,52,13.7545,4
27,108,12.015932,4
27,25,14.089705,4
27,66,12.004765,4
27,153,16.5685,4
27,90,22.897632,4
27,163,13.379667,4
27,136,3.389297,4
27,173,29.942,4
27,112,18.452,4
27,166,15.251432,4
27,137,33.057,4
27,13,2.682,4
27,95,7.671801,4
27,80,19.133649,4
27,131,9.186353,4
27,47,12.392583,4
27,107,8.660649,4
27,36,15.8255,4
27,167,1.3,4
27,83,14.321,4
27,83,45.625,4
27,21,14.51486,4
27,64,24.683092,4
27,161,5.865732,4
27,75,39.370696,4
27,31,83.424804,4
27,115,15.372815,4
27,1,19.243564,4
27,143,44.256,4
27,76,20.26225,4
27,118,21.182061,4
27,159,20.625,4
27,20,68.652955,4
27,54,13.976901,4
27,58,6.592,4
27,100,9.387,4
27,92,16.781021,4
27,99,25.560333,4
27,89,8.116,4
27,72,8.577927,4
27,63,3.636076,4
27,4,13.4865,4
27,138,4.743,4
27,151,15.574,4
27,39,19.707,4
27,87,22.113605,4
27,154,63.420333,4
27,165,16.406501,4
27,51,12.3001,4
27,169,29.246251,4
27,156,11.703549,4
27,120,23.5892,4
27,148,7.015275,4
27,122,32.622,4
27,162,18.59695,4
27,172,77.961,4
27,78,22.73621,4
27,114,15.67133,4
27,28,10.289616,4
27,29,14.438845,4
27,17,25.035763,4
27,117,29.181894,4
27,135,23.3875,4
27,94,28.379,4
27,147,27.744295,4
27,84,15.262844,4
27,18,11.983193,4
27,127,10.029795,4
27,56,17.993,4
27,171,29.864916,4
27,71,10.596525,4
27,160,16.6775,4
27,24,14.543214,4
27,57,12.628,4
27,102,17.86952,4
27,43,22.657156,4
27,121,11.612614,4
27,15,10.917147,4
27,14,15.756,4
27,35,13.27309,4
27,141,19.262154,4
1386,3,19.915,1
1386,24,54.956,1
1386,31,89.648157,1
1386,172,31.969,1
1386,150,23.923,1
1602,97,2.89911,2
1602,161,-17.342747,2
1602,31,69.835819,2
1602,100,10.97747,2
1602,92,19.672752,2
1602,131,-13.546125,2
1602,95,5.180146,2
1602,49,-2.605303,2
1602,52,45.182112,2
1602,103,7.242668,2
1602,144,43.549274,2
1602,64,12.243162,2
1602,24,-8.329,2
1602,110,23.203861,2
1602,59,29.553082,2
1602,146,11.589773,2
1602,130,32.532017,2
1602,170,24.12467,2
1602,148,39.355617,2
1602,162,31.004797,2
1602,2,51.747456,2
1602,172,26.004,2
1602,171,19.59345,2
283,11,3.145778,0
283,45,-1.282957,0
283,108,3.907406,0
283,136,-2.003296,0
283,80,-4.05774,0
283,90,0.017935,0
283,163,0.283273,0
283,40,2.052866,0
283,66,0.719683,0
283,95,-0.449391,0
283,118,1.950048,0
283,92,0.858264,0
283,107,-3.499634,0
283,54,1.484047,0
283,20,3.232039,0
283,115,-0.840189,0
283,75,2.577159,0
283,161,-1.136476,0
283,64,1.250255,0
283,21,-0.180335,0
283,166,0.916631,0
283,131,0.756707,0
283,99,0.127385,0
283,72,-1.170962,0
283,169,1.38669,0
283,114,2.739019,0
283,78,2.263794,0
283,156,-2.50686,0
283,28,-0.754644,0
283,165,-0.769535,0
283,87,0.090283,0
283,63,-1.776144,0
283,29,-0.041059,0
283,117,4.097812,0
283,141,0.144229,0
283,17,1.045254,0
