drug_idx,cell_line_idx,ri,fold
275,121,11.590674,0
275,171,31.702912,1
0,66,24.59234,2
0,11,28.202077,3
0,45,17.461622,4
0,52,21.45,0
0,108,69.639884,1
0,95,27.313742,2
0,25,30.336091,3
0,40,43.053949,4
0,136,35.138883,0
0,80,42.270569,1
0,90,28.180315,2
0,163,32.144365,3
0,153,9.047,4
0,173,19.291,0
0,112,36.727,1
0,166,32.424174,2
0,131,26.68734,3
0,137,62.98,4
0,98,47.5785,0
0,92,37.25241,1
0,115,23.87436,2
0,100,16.2495,3
0,13,15.214595,4
0,159,27.282,0
0,167,4.1105,1
0,83,22.239,2
0,83,25.002,3
0,21,26.017379,4
0,64,28.866255,0
0,161,9.629038,1
0,107,15.419242,2
0,75,32.336389,3
0,47,13.881667,4
0,1,30.520682,0
0,143,10.837,1
0,76,7.673667,2
0,118,24.587226,3
0,20,80.644423,4
0,54,14.215411,0
0,58,31.829,1
0,31,-21.929954,2
0,36,12.508,3
0,24,-7.642,4
0,114,52.729016,0
0,29,51.134026,1
0,51,17.1795,2
0,63,13.499665,3
0,4,19.095952,4
0,89,44.2605,0
0,39,12.559048,1
0,87,30.412353,2
0,165,25.020347,3
0,17,44.012167,4
0,169,43.771256,0
0,156,44.247724,1
0,120,25.762,2
0,148,4.240405,3
0,122,46.04,4
0,162,11.471024,0
0,172,0.54,1
0,78,33.122833,2
0,99,17.308982,3
0,28,52.705545,4
0,117,23.689474,0
0,138,28.477,1
0,35,22.832968,2
0,72,15.505115,3
0,135,33.059,4
0,94,29.6765,0
0,141,25.247731,1
0,84,19.766929,2
0,18,31.542269,3
0,127,22.888436,4
0,56,17.438667,0
0,171,37.723591,1
0,147,20.70434,2
0,160,31.767,3
0,57,22.5285,4
0,102,48.864935,0
0,43,37.775756,1
0,121,21.504962,2
0,15,39.790077,3
0,14,14.028,4
0,71,16.2705,0
44,119,22.008,1
44,0,1.623,2
44,68,7.775333,3
44,140,-2.968,4
44,41,8.757,0
44,149,20.244,1
44,164,5.402,2
44,31,-18.605281,3
44,74,6.529667,4
44,46,4.6403,0
44,112,22.641,1
44,159,7.130583,2
44,115,-0.0415,3
44,91,8.884,4
44,82,4.439636,0
44,101,-18.336909,1
44,168,-0.905182,2
44,145,13.375,3
44,96,1.1367,4
44,88,0.162667,0
44,60,-4.5288,1
44,23,13.589,2
44,65,-5.136,3
44,42,6.487,4
44,32,14.153,0
44,57,12.9935,1
44,18,6.0273,2
44,85,3.059091,3
1521,133,0.9295,4
1521,125,72.7255,0
1521,72,10.66925,1
1521,86,6.76675,2
1521,113,4.4165,3
1521,99,17.32,4
1521,31,25.72368,0
1521,166,15.78275,1
1521,112,14.89575,2
1521,105,-12.29925,3
1521,70,3.8105,4
1521,19,13.96975,0
1521,129,12.279,1
1521,7,90.29525,2
1521,152,68.2855,3
1521,6,82.39975,4
1521,172,3.15,0
1521,28,8.0095,1
1521,9,2.88575,2
1521,79,6.53725,3
1521,23,9.569,4
1521,24,-20.439,0
1521,33,2.28375,1
1521,73,22.48825,2
1521,109,48.4845,3
1521,126,86.543,4
1521,91,14.947,0
1521,155,16.552,1
1521,157,17.21,2
79,95,7.892417,3
79,136,1.080723,4
79,163,4.911007,0
79,90,2.896206,1
79,80,5.93903,2
79,66,10.610209,3
79,45,5.318957,4
79,11,5.207345,0
79,40,16.977792,1
79,131,0.931626,2
79,75,16.375821,3
79,107,1.349987,4
79,54,3.465153,0
79,20,54.857971,1
79,118,15.948033,2
79,115,14.922354,3
79,166,17.592088,4
79,161,2.141557,0
79,64,9.238962,1
79,21,7.572664,2
79,92,10.483952,3
79,99,22.933383,4
79,108,24.212689,0
79,72,-0.188015,1
79,78,15.763488,2
79,156,5.146629,3
79,28,15.267483,4
79,169,20.597537,0
79,165,9.309743,1
79,87,15.813224,2
79,63,2.913843,3
79,29,15.452266,4
79,17,22.826114,0
79,117,5.080927,1
79,141,20.504988,2
79,15,12.15341,3
79,121,12.003856,4
79,43,9.975793,0
79,102,14.711944,1
79,171,14.068785,2
79,127,8.274614,3
79,18,6.760946,4
79,84,6.891198,0
79,147,22.765456,1
79,35,0.599008,2
79,114,37.653544,3
3073,118,31.991815,4
3073,64,51.81409,0
3073,11,13.690219,1
3073,12,49.39158,2
3073,156,19.374649,3
3073,147,24.051243,4
82,166,14.84685,0
82,136,29.582765,1
82,163,14.910463,2
82,90,16.900787,3
82,80,32.809866,4
82,66,10.727199,0
82,108,24.608258,1
82,45,19.020746,2
82,11,20.876465,3
82,40,24.654987,4
82,21,3.810345,0
82,131,2.435333,1
82,107,19.565481,2
82,54,16.996453,3
82,20,33.058282,4
82,118,11.398956,0
82,115,5.007432,1
82,31,3.393921,2
82,75,20.599056,3
82,161,9.962816,4
82,64,17.980228,0
82,99,28.884435,1
82,92,11.106678,2
82,114,7.587409,3
82,95,2.226514,4
82,147,28.052887,0
82,72,16.209632,1
82,78,20.922037,2
82,172,5.872,3
82,156,3.338456,4
82,28,12.41373,0
82,169,10.223978,1
82,165,17.663048,2
82,63,1.421502,3
82,29,14.212874,4
82,17,23.487206,0
82,117,28.830866,1
82,87,23.288611,2
82,35,16.866363,3
82,15,14.6005,4
82,121,2.275103,0
82,43,31.180617,1
82,102,17.118595,2
82,24,3.798,3
82,171,31.22279,4
82,127,11.692179,0
82,18,19.615993,1
82,141,22.465008,2
82,84,27.964509,3
103,11,31.588165,4
103,108,34.293889,0
103,66,20.218005,1
103,166,34.114089,2
103,90,29.990192,3
103,163,36.361282,4
103,136,23.692039,0
103,40,28.431696,1
103,80,38.71701,2
103,95,9.230414,3
103,21,27.799621,4
103,92,17.926203,0
103,107,22.391771,1
103,54,10.57991,2
103,20,53.229496,3
103,118,14.03703,4
103,115,14.653376,0
103,75,23.583848,1
103,161,18.440512,2
103,64,24.765818,3
103,99,19.912351,4
103,131,7.163525,0
103,114,37.130138,1
103,45,17.466951,2
103,147,21.881778,3
103,72,13.553435,4
103,78,25.855609,0
103,156,8.970674,1
103,28,34.041443,2
103,169,32.686605,3
103,165,15.359268,4
103,87,30.82066,0
103,63,21.581326,1
103,29,36.409321,2
103,17,43.096557,3
103,117,33.629524,4
103,172,5.743,0
103,35,22.510648,1
103,141,11.678785,2
103,127,16.877585,3
103,171,55.730016,4
103,24,-7.423,0
103,18,29.232711,1
103,43,38.795755,2
103,121,19.007891,3
103,15,36.995771,4
103,102,29.979226,0
103,84,17.299174,1
27,40,28.338314,2
27,98,46.2985,3
27,11,20.053285,4
27,45,26.669314,0
27,52,13.7545,1
27,108,12.015932,2
27,25,14.089705,3
27,66,12.004765,4
27,153,16.5685,0
27,90,22.897632,1
27,163,13.379667,2
27,136,3.389297,3
27,173,29.942,4
27,112,18.452,0
27,166,15.251432,1
27,137,33.057,2
27,13,2.682,3
27,95,7.671801,4
27,80,19.133649,0
27,131,9.186353,1
27,47,12.392583,2
27,107,8.660649,3
27,36,15.8255,4
27,167,1.3,0
27,83,14.321,1
27,83,45.625,2
27,21,14.51486,3
27,64,24.683092,4
27,161,5.865732,0
27,75,39.370696,1
27,31,83.424804,2
27,115,15.372815,3
27,1,19.243564,4
27,143,44.256,0
27,76,20.26225,1
27,118,21.182061,2
27,159,20.625,3
27,20,68.652955,4
27,54,13.976901,0
27,58,6.592,1
27,100,9.387,2
27,92,16.781021,3
27,99,25.560333,4
27,89,8.116,0
27,72,8.577927,1
27,63,3.636076,2
27,4,13.4865,3
27,138,4.743,4
27,151,15.574,0
27,39,19.707,1
27,87,22.113605,2
27,154,63.420333,3
27,165,16.406501,4
27,51,12.3001,0
27,169,29.246251,1
27,156,11.703549,2
27,120,23.5892,3
27,148,7.015275,4
27,122,32.622,0
27,162,18.59695,1
27,172,77.961,2
27,78,22.73621,3
27,114,15.67133,4
27,28,10.289616,0
27,29,14.438845,1
27,17,25.035763,2
27,117,29.181894,3
27,135,23.3875,4
27,94,28.379,0
27,147,27.744295,1
27,84,15.262844,2
27,18,11.983193,3
27,127,10.029795,4
27,56,17.993,0
27,171,29.864916,1
27,71,10.596525,2
27,160,16.6775,3
27,24,14.543214,4
27,57,12.628,0
27,102,17.86952,1
27,43,22.657156,2
27,121,11.612614,3
27,15,10.917147,4
27,14,15.756,0
27,35,13.27309,1
27,141,19.262154,2
1386,3,19.915,3
1386,24,54.956,4
1386,31,89.648157,0
1386,172,31.969,1
1386,150,23.923,2
1602,97,2.89911,3
1602,161,-17.342747,4
1602,31,69.835819,0
1602,100,10.97747,1
1602,92,19.672752,2
1602,131,-13.546125,3
1602,95,5.180146,4
1602,49,-2.605303,0
1602,52,45.182112,1
1602,103,7.242668,2
1602,144,43.549274,3
1602,64,12.243162,4
1602,24,-8.329,0
1602,110,23.203861,1
1602,59,29.553082,2
1602,146,11.589773,3
1602,130,32.532017,4
1602,170,24.12467,0
1602,148,39.355617,1
1602,162,31.004797,2
1602,2,51.747456,3
1602,172,26.004,4
1602,171,19.59345,0
283,11,3.145778,1
283,45,-1.282957,2
283,108,3.907406,3
283,136,-2.003296,4
283,80,-4.05774,0
283,90,0.017935,1
283,163,0.283273,2
283,40,2.052866,3
283,66,0.719683,4
283,95,-0.449391,0
283,118,1.950048,1
283,92,0.858264,2
283,107,-3.499634,3
283,54,1.484047,4
283,20,3.232039,0
283,115,-0.840189,1
283,75,2.577159,2
283,161,-1.136476,3
283,64,1.250255,4
283,21,-0.180335,0
283,166,0.916631,1
283,131,0.756707,2
283,99,0.127385,3
283,72,-1.170962,4
283,169,1.38669,0
283,114,2.739019,1
283,78,2.263794,2
283,156,-2.50686,3
283,28,-0.754644,4
283,165,-0.769535,0
283,87,0.090283,1
283,63,-1.776144,2
283,29,-0.041059,3
283,117,4.097812,4
283,141,0.144229,0
283,17,1.045254,1
